40573 42422
24025 -79078 42424
61789 3137 -85044
3353 6511 21334
67387 40042 24062
58449 49446 11312
16404 2763 -24397
29450 -44326 94033
66168 -54671 -28635
60452 -73410 45963
72998 21402 -34738
64091 3861 -57151
39776 50451 99469
36737 65031 57335
4480 79521 80055
45728 35578 70930
63318 -67407 -81931
23094 81046 72399
38520 17086 5604
78595 -94513 83509
43360 1293 56842
29718 50521 -21702
60734 98008 -67048
40985 -23602 -11351
45239 -78465 19042
28838 55067 -79670
13825 45602 -62889
76753 -13817 46782
39633 -42733 -33401
43581 77400 60822
82055 5984 39241
48483 -3846 -20365
14646 -98915 13914
5475 -2449 14836
55057 -8504 2595
9509 -49260 61107
38071 90865 -30836
16136 16673 50334
48827 -44089 5898
6183 -4266 -30327
53071 83972 38238
21707 6044 -99794
62152 36156 -19103
71512 93447 -22318
11163 70922 -59669
10575 25671 -45230
41105 22233 88916
71808 -34627 -57454
51387 -45746 37704
42558 -41643 -16341
52873 -92531 88396
69135 27881 -60990
26988 59166 20672
49324 -59595 69054
52429 59032 65335
9522 -85412 -20415
8187 -61226 -41655
69205 79369 -35243
20413 -22276 -41218
17682 58581 -6510
51968 25697 93165
12076 -96864 68904
68421 33553 -48235
4492 -92487 20240
79193 49963 -52676
11211 704 -73528
5288 -1352 57507
32125 -40098 41728
24148 -75145 16542
45905 55727 -55986
59625 11025 -3781
774 -93840 991
20690 57550 -98542
75001 90101 63622
79382 31060 -82533
25954 -9107 -46218
70526 370 84796
11307 -90631 -64628
42053 52241 90701
54445 13535 -75636
76909 46961 50475
40022 61308 71349
56647 -18288 20430
41188 26643 62320
51988 36349 73545
41559 -64314 -6635
39049 -74524 43176
45353 -76617 -54678
77693 86352 48734
9610 34742 -8471
19799 15932 -92978
51779 -8939 952
18781 96013 -93666
64630 56756 37087
36154 -88238 68887
3272 34670 22060
22876 81802 33614
18269 -81517 -3670
47280 92683 17092
56951 -86922 48713
70648 78444 -34897
75309 10729 -5378
5173 23545 -90824
64447 46142 61437
25913 -7986 44743
32168 -87490 -77920
25687 -69515 -97228
27138 -9044 -25336
70716 -28327 41011
68650 78404 53434
82423 -27122 -18144
56719 38549 48875
1547 6572 81511
43546 50893 43531
23461 -18618 89806
58666 -82356 -13924
74991 -24105 60763
50098 65912 -73055
24153 87376 -95058
54587 -12192 17568
41651 -4409 -39589
78841 79213 3592
59096 56518 67523
47988 76860 47449
55799 74404 -2626
74153 -84070 -42813
12052 -12373 -79793
66403 -61884 -77626
70887 -39243 60473
41688 -90418 -31218
76726 -66782 -86625
75805 22431 -73891
9756 -54502 -76771
34199 94600 -58510
9143 76901 79525
34927 30130 96221
22904 68553 28435
26444 89674 -7513
4722 97607 -6034
80081 2052 -9624
68320 -8333 53535
562 -60248 28914
51714 -92837 -75969
48144 -21034 -59188
37137 90905 -4039
48143 96104 36746
42214 35052 -71952
1313 -51352 4436
75078 -59756 -17614
77663 50937 39878
21028 47167 39473
12505 44267 -44577
16354 -51609 77827
22669 -4471 14842
70701 -39957 -11634
67191 -38052 4092
53005 89616 -70785
47354 -13361 -59132
78801 -57196 -39415
67780 -60872 -75064
78251 -57005 57458
11772 1834 -1596
1881 16466 -40876
29151 74009 -15063
6831 -54624 -31304
37193 -16604 -13432
64019 -69199 9649
36326 -83510 -49074
1161 53946 85162
29887 -63928 71980
52179 -29789 61766
51932 71067 -31792
33425 81182 -82193
51616 23845 -86234
37695 5730 -47830
2827 -67359 -89021
82589 6680 -3036
58818 -47401 81539
69018 30660 24249
59003 -75084 -81245
47409 3800 -66578
67346 -43636 71596
3196 -95155 -85171
7178 42247 -51064
74941 77665 50074
67340 710 33526
78502 61449 -4335
58168 -3507 76541
69482 -50811 84778
57928 52560 -29016
4669 -58038 81670
67292 85711 7145
64159 -35504 -79916
35051 -93242 69038
56784 -91178 14990
17060 -264 40369
75363 35457 32424
59572 77073 19864
40763 -29861 13675
12513 -82207 -39542
696 -25935 59548
77875 -16994 42796
24211 -11868 -96300
6753 -36763 -47207
62591 -72313 -65537
8383 10334 -70689
11084 -17353 88989
37722 60909 1879
6272 90219 -73918
53947 85235 69207
63955 45497 26449
81548 -31286 -3487
33370 -36270 -8999
72708 60669 -28795
67009 19870 -32418
19789 -92780 -36987
73428 -7373 -61315
13932 -89804 79142
24172 78468 -31138
6848 54010 -55573
55510 54703 59117
55217 -51324 -1619
62710 74967 -45367
80554 -41339 -28331
78800 -17702 -2359
33449 -66865 -43054
69120 -87796 66458
28282 -47938 -93973
66031 25830 44319
16965 -54674 37894
56524 19517 81863
42295 93354 -43739
49719 -76262 84044
36920 52503 -42135
11082 16893 72197
13907 -58785 37268
65422 -95704 49587
64372 85619 -276
44338 37618 -36126
72302 -6636 5843
47451 35727 -54561
810 -83873 -69134
77406 -96246 62147
49861 94 49635
68625 -42270 29354
6459 97081 86998
72641 -83093 -21741
17155 83560 70604
48793 -53488 16260
11593 24951 -44595
4256 4090 73343
2684 -21028 35523
67215 -23178 37356
8608 16354 8854
8813 -54640 -98433
50229 -38190 32733
1288 -29858 79561
7777 85721 -40729
60337 -21217 38737
70267 -70579 -99620
69594 -3566 -35189
13229 -42018 73600
30034 62127 68807
34838 73525 -32273
19034 19830 3351
65593 93246 -23352
29198 -66328 -17579
81328 35055 -38417
37439 -27694 -62932
42281 -34060 -51918
57609 -90226 62939
6744 -54634 1714
55198 -22476 -36389
69538 72770 54360
3604 85896 -14022
2281 -49987 7989
1841 17545 -14639
21214 12343 11106
52321 79642 31680
52319 -68091 -16011
62186 40951 21661
25452 49721 -70610
75199 47939 -11115
23802 -49664 -74265
16534 2967 -41928
71852 -46339 -97839
3413 -29206 57476
75793 -59961 63897
77225 -27867 -7169
15352 70429 62523
30440 -57053 59882
12318 53394 35930
14931 21381 52905
18888 -69905 -84528
13405 -89857 79091
17489 -78923 22639
25054 82555 62551
27924 31327 50257
79548 -18710 35992
39237 52695 30319
58914 40938 -30137
78582 94412 93915
78088 7930 -31124
20686 46718 -10680
65480 94787 2158
39171 61698 23770
14818 81500 50843
52158 58469 58561
20332 17212 -95459
54444 -40493 61802
47125 75368 -87009
57063 71297 43348
7512 -92262 90146
15396 -11797 -18457
40404 -2861 -37720
39189 -72511 48481
55155 -56378 93079
11486 -55732 -5924
62027 9971 -59559
21448 11153 80177
65774 90279 35781
10596 -6268 4643
38605 32476 19809
71872 15322 -74081
22403 -59076 5172
36041 -40425 -56719
33441 -39866 -88298
3689 79670 -85513
67426 45567 92144
73584 -12516 -62824
66328 90670 20457
34428 -55153 62980
67897 54384 -63599
58138 20922 -9871
14107 38100 37196
17387 -57678 -19193
2616 2735 36672
19414 -25003 -92258
57361 -7933 -39943
82864 -8491 17385
23183 88863 84498
75371 -31880 89489
5312 88941 59132
1919 68431 62702
48912 -84217 -78936
37576 44448 -48705
68143 -77365 34026
10266 -19878 63132
1192 -75564 -7686
34471 -15142 33236
74584 -51314 -48050
340 96687 -38348
29549 -8028 -26670
6244 60786 -88152
50751 34264 -52324
5803 27111 77384
3730 22229 2780
46299 -62423 -84779
34059 69418 -59503
14803 80365 94212
70550 -70315 42322
80936 -27884 -49651
68016 -30040 14882
56422 -31664 -47795
37368 -23770 -5990
26981 -11421 -58730
34699 91995 44322
58346 -48970 66312
30441 -71735 -21823
9774 31584 64566
11687 -53711 56058
31710 -46015 -74868
40195 74955 -72431
42131 62031 -98617
5418 -27122 -87744
8363 -78847 -33469
65977 95740 57499
20297 -96161 -48436
49688 -13880 35172
45741 24487 65265
48323 22533 -32704
16688 47180 -41383
24244 78098 -9335
27344 17448 -66176
33729 -62532 69545
3361 -13074 5613
60494 -66703 -70972
51401 -11633 53323
80606 56330 96444
32400 73453 37054
3129 -89012 66960
81839 46734 -21452
71123 48369 -57907
9044 13637 -47380
66567 -21947 -95180
49092 -4371 22469
73067 -82397 -97291
46313 9760 -78470
43385 -98261 -57995
14074 1628 11747
45542 29172 -31462
58435 29097 -39561
62128 -45914 -98598
15336 -80079 34259
31362 90426 92158
44358 -24344 -14863
9388 -47364 19056
74635 -495 32934
76301 -74206 -92779
47101 -671 -24106
24213 43420 -78848
42593 -38219 4504
81134 9462 -61918
13806 97486 -50801
32963 61242 30460
19028 -74694 58970
38771 66604 46335
77327 32838 10189
64660 -70877 97758
2807 87747 -45297
3192 68000 17937
60052 -99366 31431
11083 46067 60794
40045 54371 70521
39345 -57449 -8934
52239 -22251 7106
13622 49831 -54825
48413 43263 64430
38514 -90648 -5974
16773 25339 65949
55820 -28542 48795
26700 11272 13805
76626 5490 -82514
37223 16327 99484
47144 -52706 15459
81383 -68290 16345
1864 -56276 89258
30713 -12816 -65220
38738 87317 -59625
70958 62802 -69520
32716 72221 -51524
77221 -98690 25636
44700 38047 96438
19530 79198 -95021
66813 89508 -73489
10640 -97439 -38717
6887 -34418 -15837
39109 -44404 -55697
80361 57150 -70641
60125 -86540 16202
43133 -84617 -35629
20013 -76969 -91515
79387 -34 -24431
5209 738 62026
56398 -82142 45208
67136 -39836 96154
21117 1545 91146
35852 55739 -14095
24499 86651 11500
47775 22258 66967
55816 -99882 -98812
58360 -5328 7179
33950 -99521 -36364
60152 32759 57633
75894 94783 64173
51053 27316 97401
45307 8830 37346
61638 75452 83009
19050 -31418 33867
34986 -88338 -14614
16169 -9663 -98722
20555 -16012 91652
28482 -50466 86
7988 99351 45247
66393 -16311 73265
18102 -78738 -59636
61703 48799 25688
62384 79427 -5414
76720 -13622 -13775
53756 -7453 -32508
61557 -30450 29320
52803 -1115 91051
35951 38256 -3217
25336 84759 37460
13258 -89659 71397
15274 8660 -28269
46886 -38192 -65451
59694 40440 77903
16116 26846 -81318
62359 -30556 7472
52822 -16018 -27465
76897 23996 27551
78796 -33884 -13028
59890 56826 -18297
30307 60515 92204
40843 -99608 -9142
13877 67886 70619
5206 76286 -52582
31811 30219 6498
19133 -55439 -52316
67828 -35586 -32562
68494 91708 18521
53490 -83600 -84254
8283 -56850 -63126
64955 -85163 -9439
71663 -84631 32647
82823 9630 14259
5455 45875 -68543
79000 20628 -8939
34237 -96337 -29522
47962 20640 52751
9440 39030 25971
15022 59942 4621
43753 -7093 96832
69009 62658 69932
47642 -10232 -27852
12119 70239 92520
44635 91095 3553
53484 -79600 7368
49124 -56335 44714
36704 -28641 53900
42505 20413 12672
32701 -89646 -98636
7851 53084 -72778
69523 54181 13985
43408 89304 59862
55833 -28491 -13571
29741 -77288 -25807
13607 -35918 -96283
50485 11941 79965
77655 24153 25071
48838 23396 72649
21690 43160 87523
57569 20651 10125
46234 26149 -73209
9398 -48824 9980
28419 -96610 92094
24553 30758 57135
45947 -85180 -88401
55038 77051 24703
54796 41858 5468
4044 -70702 66218
81189 -60067 -87671
52629 65259 -55211
66644 72495 -31478
24287 89192 -35351
64132 -91545 46802
33234 85400 18230
32057 -48770 -37220
37587 -90018 -58398
52503 47886 13428
25194 88569 -8258
20274 62333 -2182
82593 -47982 40864
82657 -81676 -11120
48769 74957 20120
6056 -18121 45313
74876 57500 -77336
38094 -92673 90485
66304 -60605 -72932
30490 -36494 60722
49143 -70949 -16689
76600 45805 50230
60634 -66256 -62714
60137 -15489 6497
78415 96548 -46123
22300 -52623 43224
19190 -28366 -79187
44871 -75470 71286
60600 -98417 72552
7914 -76629 -33061
42720 62919 5022
79824 36910 -22067
4467 -46877 -8463
3033 -40850 3503
9320 -43812 98935
39808 98926 -25238
19835 62905 61641
3000 -83616 -34827
65502 20997 -10270
68868 13324 -40912
45289 -63124 -79905
10939 -28326 -56636
76930 -25878 28022
58531 74205 34310
20698 24438 98123
18287 -36289 -13753
57541 -24556 -54722
50564 -62548 -13019
45443 56058 -10585
80965 -73926 63541
23548 77043 63161
4552 85019 96635
61800 -1421 -36283
73890 68145 -50789
13833 -2588 5262
12155 -86768 24474
47384 -22540 26381
40171 -57720 99723
68954 14004 84540
74027 -34200 28837
16268 95238 19019
73507 -90743 -49329
75290 67572 -83168
63986 -50299 -52606
7486 10901 -89782
32715 63535 77877
49471 88192 -91569
3890 -65370 -1736
17586 -78435 36844
60511 -90370 -56814
44859 -41073 27898
31176 94896 30398
67529 -1287 20322
54967 -63557 -67153
14265 69628 83078
63263 -15945 -1730
61702 -11311 51874
5688 -58256 56597
44687 -41091 -50500
38327 33546 -95277
37612 48061 39656
39057 94292 92863
66 46095 99052
18339 -94171 41728
59471 -35334 -86256
4534 -37069 -89509
75466 22101 37712
7137 -76693 -37844
24509 -71611 42861
45359 70625 -24929
57024 82931 62870
66310 -85501 88724
55843 -15137 93240
50150 15037 31135
57775 78737 34436
15666 47489 -94834
52244 26377 66375
55677 41024 16877
55719 96956 70881
62497 96059 -9614
60715 27139 -19141
62671 -72043 40947
70006 2323 75391
68119 61105 -63705
12070 -63731 -20893
23617 52243 30292
66904 37969 -54289
26182 -68882 -91430
52723 -51355 -31821
41156 -92415 23302
53554 22569 -57871
54850 -16766 -5578
19427 84580 -2777
60427 66796 17488
81835 -9830 -88251
15723 -58617 -3503
5981 92221 66982
31438 -19430 -73971
9865 -35813 -61614
12522 15365 -50018
72032 -80514 -69417
15286 -62884 -23828
10119 74014 -85532
34108 18649 35081
14390 -23422 -7502
80069 51156 27546
81800 -45058 -82443
41822 -30582 57251
39677 -91202 67085
47512 4773 15876
881 -90829 -56900
9175 1693 -82106
82493 51285 -87619
74756 11989 8457
3317 -77534 7675
68093 -18342 -82658
79379 4269 96742
76888 58137 71476
47359 -60180 -3059
7869 73700 10400
52148 88234 -39488
39219 19810 71741
67936 -71715 -67850
77784 78184 12925
25284 -78070 54797
80234 -73046 -25465
66723 67993 5357
23806 -35587 62908
26172 60361 12717
81244 98660 52965
46295 16008 14817
78465 -47534 93086
16603 -63374 34615
19732 4904 37994
68813 92266 -50838
82300 25211 95499
71149 21107 41459
38915 16926 -18404
19173 27154 -94796
42590 52256 75575
4515 -33723 60111
7614 -86010 -51533
67190 64191 79408
80518 43573 -76711
66698 43347 -69677
42953 26482 -10987
36928 -91037 -6027
29469 29535 -6763
69177 10478 38256
852 -56879 -71269
59444 49503 8471
5852 -90900 84131
45347 -3456 -33987
43955 -60832 44368
23221 -65504 31478
65199 70473 90143
24277 -39805 -46064
64800 55429 -75077
24796 -80519 99700
38035 25514 58639
39145 73781 -90913
45805 73646 39865
51370 960 -73332
8078 95925 -43202
16580 -23423 20294
8974 -34310 -22796
68631 25350 98839
37928 19432 -46335
7983 43213 30621
76562 87168 -73
55676 -64581 6511
40917 27269 20227
52968 79478 -29970
45285 -85446 -69847
54520 79906 -49711
63668 88284 87170
54586 -54462 -89464
53277 61149 33706
45703 91487 -59559
25771 83475 72044
77486 -53344 84229
57562 45201 43952
38966 -10678 -5257
34142 -33791 -75067
63469 37204 5058
59863 -52493 -64732
53872 -56743 67716
27170 1373 -61963
37160 -48440 32578
37372 91434 -67584
36850 37807 -13017
39015 92801 -35703
31634 6472 -260
78252 -21342 -14099
6281 -36266 -99337
37113 88078 -9394
39944 -34783 -49662
41780 -34033 -91086
49979 5245 81642
56823 2202 -23637
69510 -22697 -99437
43652 70862 -70232
11195 82179 59594
20042 -73385 38063
47074 90437 91757
79111 96336 -5031
45846 18419 55636
51957 -90999 -33845
60984 11410 59551
11812 83247 59953
1606 28387 8093
65670 -33126 -51439
7273 97132 -36317
65208 41019 9285
57673 -39306 -74197
50819 -34349 14512
80699 -50767 36557
50474 77267 45538
63359 -90977 71044
46292 -91566 12984
57955 18833 -18042
48352 -83036 83867
39122 -10737 16213
24108 -79758 -81740
39901 -46505 -7069
47057 28358 3817
36099 86148 88240
62913 -4170 -61412
53798 -55854 64657
33921 -78140 -42971
14708 73812 82173
51127 -76826 88386
34360 30541 10948
24163 -39174 -88617
70307 40915 -79050
18911 49566 38079
72773 -20724 31106
3367 -5035 84882
1718 -47172 51636
19271 -55955 -29622
63724 88852 76690
5066 -69812 -36835
56432 -3784 -91863
32924 467 -37986
7576 -45559 -68273
38712 2820 88079
32081 -35607 62375
48388 -25328 93276
23176 49082 -96436
39584 11087 -63992
68660 -51377 85838
28394 -88675 79384
68558 87363 -1001
65135 -24711 -61285
7493 -30721 15863
42557 -64566 -50111
26195 55046 -86868
17578 -49525 35448
43254 -99480 45585
77617 45822 29508
18127 -97956 -89167
30564 30714 -66132
73793 -11975 -54549
48261 48399 -88919
60896 79963 -66777
73609 57363 -76239
41107 22396 -87103
54417 90365 5304
43034 -69672 12465
74880 7701 11585
14377 -78604 -93427
73910 -76530 -29282
18785 53634 -56405
4584 43536 -93995
70429 27863 -81207
17865 84538 81633
44590 -20762 80077
4233 57839 5180
39790 -62453 98377
20234 40126 49153
19815 41841 -62394
39395 52579 -81066
58832 72094 91289
65906 -83200 22739
21851 -78830 -60487
8401 -33372 -90775
50145 99714 16738
28781 82866 -13073
19905 60861 -6511
75427 86004 -50028
31324 97246 -23232
6268 5540 8265
30064 -40859 2811
64923 -91125 -6082
41745 59671 -87359
26742 16392 -66925
36660 41168 53612
25807 19031 -49266
26318 6235 -42077
75189 85873 31585
27 -60296 -76822
74142 96515 19320
7503 -154 -44602
24393 -71325 -54207
59257 -74743 4503
27795 -71617 95713
7531 41883 83894
49072 -98182 -59671
48161 39148 80335
59453 99996 -37105
14030 53697 -71528
18432 -80155 82572
67482 71275 9918
82318 -48735 -32765
7410 -12527 -49040
62799 -19940 -23737
38302 83616 -83784
77297 -54015 46866
44077 80748 -93758
22537 16073 -79454
12709 -17372 -98543
24719 47939 -55017
71336 -91423 806
16153 97895 58605
52338 -60570 72179
8903 -10660 -57280
56244 52689 -60673
79987 -7953 12701
54939 9743 3755
78003 46904 39513
66207 -94335 -13696
29153 -8790 -18897
1826 -25052 86142
19619 -97907 -32124
53290 92723 -35187
41493 -15382 -40474
77453 79560 -15220
4217 62741 -6528
48763 78370 43990
68450 20453 52105
67580 -78428 -3333
48569 -67710 -65633
66908 2949 31666
11619 -18784 19086
66643 -77130 42172
69570 69673 81407
42029 85570 -90537
76492 21943 97127
55618 -3690 -59289
14158 -32024 15806
3316 86513 49810
41397 47150 -84463
15924 35394 50354
65341 86508 -97563
32897 -49561 -98089
25727 74315 36920
38114 -42771 67551
35567 -64207 -33135
13722 -63198 73487
81927 -22422 -67996
15684 35878 52186
62309 -22491 89194
73024 39680 97275
45708 -6272 -25285
71856 -25509 75549
66782 74787 -2079
74575 76922 -52292
73030 77823 38102
21567 86286 14697
33577 86778 7943
34438 20235 -61801
36010 16509 -92443
15297 -76051 -76585
21032 -53708 78438
8782 -46201 -85647
76113 -51646 -52197
40759 62579 -48984
54763 -79362 -76660
60334 -38981 18986
49509 55957 40537
47197 69925 65060
60694 -36140 -61868
61453 82214 19124
70163 -72802 90565
49966 33300 -57652
24018 96970 -49546
28830 79674 -9556
77058 -68806 77199
66790 -42636 31287
3506 -2755 -28776
75437 -76911 -54707
2673 -41567 3210
66836 6921 8062
26291 97747 -34260
16672 -51726 43698
31793 19866 88496
351 -2641 -11401
33722 -84481 -30453
33823 -59355 -83020
29500 52409 -21078
75533 -98689 53950
82449 -35771 83994
75925 25248 -85880
32615 -10491 82924
13421 -23471 57640
59599 83581 -11922
11808 -37773 -62944
5899 74434 -93601
24439 -51315 89574
28613 90211 -21919
79101 85997 59730
51745 31308 -43977
72656 -91313 96065
6961 56163 69261
1769 41279 89640
80444 77690 -70006
19418 -53099 97201
19614 53394 -74718
15492 -90947 95905
24416 -54174 3472
65734 -39604 -17464
26427 -4850 92734
44481 30007 48822
54722 14972 88459
71796 -72681 -2522
44465 -1298 -88184
22573 -80603 -71069
73612 -30412 43399
21624 -11091 -61734
62945 -59587 80477
41075 -67369 1390
50271 83678 65835
77142 52424 -33542
23160 70236 -43665
6402 -46777 -73069
61955 -12996 -35
40734 -25397 22438
42031 16984 -72869
16820 867 39236
56652 -10931 76329
54577 94747 -79147
11624 -41025 -52682
70172 -37818 -28211
17092 29788 -34288
38351 2394 90506
35348 -90417 -82102
42321 48144 7947
4919 47772 -2453
59245 -4119 -27326
75584 -89617 -5785
31410 -20021 60522
13282 54101 -6708
56989 -87551 -85199
75926 80498 79982
76906 -15709 14697
64561 1891 98655
64728 96482 -33101
54284 -94877 -95621
74396 -23241 -68166
69674 52605 70120
16394 84124 -48779
36655 76733 75201
54028 -37688 98912
14652 -121 48877
7450 58824 -15218
4835 -27124 -55315
15295 37817 -62640
46244 -18898 25242
55062 -66563 58383
76158 75058 -13162
6498 -29005 -59981
60259 33990 -49682
18478 13027 18924
23405 -69961 84183
53001 90791 -43196
34653 9067 -84790
63340 73483 -30622
34730 8759 -19463
76498 -59642 21259
65014 99902 94707
53902 -32327 -97441
24759 74324 -37962
25904 69448 53198
441 -86370 21582
3199 -86883 42005
66018 -59632 -88006
76801 92124 53739
36841 -39842 -73128
37956 85093 24126
73180 8036 79790
35923 94351 -44498
44540 -43447 -51052
81538 20177 38304
17499 -12337 92521
58000 11823 33896
51646 79131 71234
34752 -4818 -11871
8658 54288 -11750
34786 -16679 -41827
29000 59750 -40188
825 71976 74553
58940 -99392 -94799
22297 -50916 -82142
21120 -6130 -93258
23955 -5918 13716
58045 -63893 -79439
53 -34739 -3190
14622 -43610 -44837
58007 -83743 77724
17081 -79008 -19802
55071 64037 99318
5371 57225 -43323
71917 -72380 -69651
45306 73090 29968
51200 -2736 35015
81940 -33078 -52678
20553 45289 -39649
45730 45404 26738
30431 70155 92899
52364 91868 -56938
14814 -29671 30216
49526 -9740 -93858
34814 98893 -39243
53369 -99311 49641
54220 69700 -10879
36209 -55441 96654
12583 56676 -23299
52540 -18066 -27186
60848 28930 86695
18580 -51822 61928
67555 -66854 -82552
58613 78678 45367
42285 1671 -8697
15462 65239 26483
64259 87780 48479
3479 98245 7668
76661 62139 80147
59401 -30851 63002
76876 -98883 -48930
8848 -56248 94440
10190 -28548 -77547
30038 -17904 72222
15802 -68578 483
27816 -13349 78035
52204 -67987 -81100
24 -69392 83667
71555 -69071 -50992
61775 49024 -55843
59562 -3333 -70232
73824 -48838 -48791
63467 -87533 -53623
35938 -50858 -70684
74434 -7504 -92824
4714 -8346 46469
77568 -8646 21363
52626 -88221 -50142
41428 -29438 -96067
44553 -3636 6665
80855 24168 -13572
79343 -77128 28125
39020 76641 19186
47080 -82367 86953
53138 -44529 -46505
79804 -83036 -41058
69820 84877 13497
79699 91463 72489
20288 -75570 28086
8554 -64826 95441
24082 23877 -55870
33169 92598 -83279
35617 -70909 57817
46336 -39276 81194
45519 -95981 67703
44811 -72934 -68073
3001 -67218 -11281
39896 77464 -73020
3983 60672 27174
13500 -48738 -81391
21941 -65493 43075
42891 -39990 4950
70651 -42503 -59237
27670 80198 47281
29101 -74485 43770
16118 -56980 -57422
12683 -93503 -6000
72608 -47754 -99905
11236 59043 44397
74625 -58970 -49890
30848 -39824 73042
14342 79471 -46475
66083 94016 91173
25656 98713 49339
15398 4576 14943
37259 -95311 43057
58111 6140 59290
6709 23191 -34208
36615 -50593 -91972
80045 -54606 -35373
70895 79129 6123
74426 1042 57289
47240 28022 -11499
30180 35485 -73017
56305 -41898 -11826
78903 -45879 -40905
30500 -71457 -18122
29308 92192 -44781
75719 23396 64923
58624 -52015 -65063
21955 -94369 78030
75282 6467 9626
26801 4110 -5688
43066 11894 40752
48795 10211 -25245
59720 -55254 93014
81263 -25346 -89699
72087 -95049 53792
59422 -65619 45879
32794 -91506 -60533
43824 36851 -79326
45131 -29679 -38447
76568 -58059 90468
40837 12131 73019
59342 99604 60901
38547 -54092 93416
40239 98380 20951
78277 -63754 22134
2208 97003 38906
32801 -59253 22868
72794 -49987 32839
29988 40207 -58146
2864 -4428 -25908
80600 -44572 -54399
685 13399 78325
73869 -50398 80835
81582 19106 -9221
39904 -43785 -65605
11036 6871 39416
53476 95888 -91534
16240 -5101 13875
15180 -81080 52027
22268 46853 -39678
19017 -90524 9852
58090 23348 99390
36067 56606 -49925
61553 -71347 -59497
30554 -37186 94665
46976 89258 -19055
76623 -18274 29610
61065 -72322 41003
24862 60091 66417
78236 4499 98380
41684 -55766 35900
51721 37807 40573
39916 -68383 73818
525 68786 -55752
57298 -92808 88397
78087 -84277 32564
20121 -37310 -43538
1008 -91615 -80797
35678 88755 -96831
79418 -19958 78195
30580 63357 57546
48948 -77758 -44780
66749 -57518 58303
63037 -64492 99400
3501 -89848 -94517
4760 16090 20815
21605 -7239 10119
82929 -60695 20256
62962 -59644 -78467
72377 -54145 4958
15500 97427 -66161
58268 86272 85806
77743 -72834 7966
68206 23437 35532
21178 -12124 56713
49872 -62195 -8229
6494 21783 -48015
2818 18866 -84645
70205 33200 7782
8325 -5466 75625
21304 958 -59995
81794 -90034 -6064
5819 14673 40119
31520 23057 46129
5114 -90310 47850
376 -38619 -8620
70447 -22216 -321
18090 -90266 -87387
29851 -74870 -70717
55266 27248 14428
27645 48324 -75148
51640 73302 -21385
22560 55410 64839
80780 -40367 48440
16735 19194 -83630
40289 -30380 -18086
71825 -75424 93341
74853 -67754 33444
76741 4412 87613
26900 41864 41109
43692 58656 -42462
25802 74926 91574
79166 -74201 -35434
9118 -69939 81658
81861 52002 -30615
76304 -86462 18900
16523 8763 16610
6393 -41441 483
26371 -30845 -84222
6821 -4468 -86621
40793 56102 -1662
8948 -28300 -9100
15622 -40317 -33161
64482 -92976 47121
11875 -71822 -77032
58643 -22018 -81205
60901 -3465 -84735
36503 86619 -34339
35025 -66714 88179
29590 41135 -24102
9107 -39057 -89486
5177 -28356 -34634
5203 3754 -96261
53410 20923 10221
68865 -56158 89540
30201 -41604 97832
1408 33119 81438
74998 21475 70628
56043 -35307 -40604
70741 77432 -17953
41595 11328 -44083
20880 22394 90921
57406 50514 -86956
62408 40220 46485
82297 -71786 -52013
63973 40700 85734
15762 43351 22009
74376 -40717 -74252
14665 -52326 -95578
53566 37135 3291
36446 -27082 10590
37060 91576 -97031
63083 -24125 -57699
15464 -92617 61042
36340 -44319 -40564
81902 91884 -52104
43789 -90442 -26301
45950 -56128 -90301
23346 82770 -75256
55592 -69719 51055
31315 93051 84202
32985 31794 84547
46596 83066 -89943
79358 -62166 74073
31908 -44808 32736
65732 -39215 -57303
63666 58498 553
21431 -2028 62786
23184 84469 78726
68898 43966 35430
45717 -63276 43538
32624 10969 3892
4640 -22957 27467
5257 -37440 -44548
78680 49513 -85288
286 3927 -29513
69675 -34678 18112
74164 32935 5118
81391 42985 26159
21809 32092 -38945
5934 92644 4152
35066 42214 -51787
76340 53673 2807
13256 15167 94132
28819 78836 42124
53324 -79165 33000
10759 -50916 -99613
40819 -23479 24339
39744 79457 41516
66910 37019 -35526
27700 -8414 67623
63697 70950 -65386
60590 75550 790
71661 -58597 -69544
12767 59085 23326
20484 81539 96061
48551 -72355 85831
41589 97435 65501
36640 -65899 -69467
16182 -65985 6190
44648 -45056 -60565
3865 -91329 -48626
61373 63324 19832
24177 62705 20829
72627 -81848 -30859
20515 28867 -44852
63398 -78690 -63328
14549 -89353 -86846
33063 -11861 90712
77608 -64437 -16103
28917 64713 38040
4998 -23805 71345
13041 -61388 -74872
72176 39865 -30433
16141 -14759 -74971
33284 21626 83113
57336 9907 -72214
63576 -82411 22827
77577 91416 -37317
53757 -56192 -24984
33230 50381 30523
58583 -23970 57386
10009 -32016 -71760
65775 83814 77410
30384 54570 59077
41059 76626 87316
39212 51197 -21997
44889 -37501 6978
59244 75225 61754
48487 -39440 95670
74274 62215 -49017
5837 49186 31144
44254 9322 96190
22007 93541 70755
4446 -83314 -84468
79835 -33491 -5828
16516 -35986 68022
11186 -85044 19806
33390 62452 88268
75480 -54708 75877
58019 41171 -86123
81127 28471 -95830
35230 75555 -79265
6197 96674 28595
10087 4979 68211
74586 19645 -30544
2806 -80910 -87983
72849 -10944 -85092
16015 -47175 7764
62677 64160 27568
15311 16021 2619
76589 20738 -23155
8377 76698 -63920
72196 96762 -50533
