40606 40438
36943 -82090 6204
75672 39766 -46980
61519 17097 -31354
49727 -67085 -32205
38432 30089 -4902
43019 -5058 -50708
11254 61476 -4225
73951 -49494 -96942
10796 84406 75034
62717 41205 96499
8368 -9649 -9278
53156 -30620 -44638
70119 -30220 -50405
80795 86946 -82539
75429 80896 -95842
22846 12148 -95951
26552 -26315 67466
2513 97579 -2928
3632 -63578 -1125
4461 76 -48240
52078 22498 70778
66638 67406 -86734
31989 -96493 -8991
31513 4159 -90167
62240 93770 71083
11057 -81315 19245
60697 -61971 7837
56773 -90853 15949
75612 -73964 -73548
31095 -82202 17666
59109 -81371 9747
28815 -51616 -76604
64482 17548 41473
32163 68867 87550
57074 -81950 -6155
47196 23235 -66586
41928 8763 79408
47397 -52312 -40194
73917 66089 73989
52903 -94598 98329
47480 71380 31410
14028 -86829 -87287
42846 -15014 -64389
1382 -44008 40912
55099 46883 49345
14166 89540 1982
30155 -94061 -10275
17335 64075 19650
49678 -35610 -79588
13037 -42015 -28502
37257 -87154 -66983
58945 -28078 -73478
43001 -43865 59600
14116 -41655 -61043
6367 -11475 66593
17693 -82492 65324
79161 -22070 -62178
78429 -40163 9643
64395 -25487 -33647
9882 77487 45345
3746 34149 39057
56904 44230 55448
1575 -53594 62296
30322 94489 32697
61777 82080 -93616
36794 -34560 99530
36347 -77617 39216
69695 -56478 -57058
33602 -83414 -22090
5197 76873 -65308
6818 75900 -59752
73381 -63969 73492
28406 11082 -14708
22539 19173 -81450
29570 3134 -19277
69544 23024 4765
61742 20874 -5085
37525 -54526 -90826
11528 9981 61771
20481 27098 -91957
65460 62551 -72516
28152 61614 -63547
25371 -82379 -91332
77141 -40800 -25200
44530 -65581 54017
66103 -59031 -63807
56987 -29871 90022
73020 23839 60143
9553 76685 90749
11237 70585 -33739
70782 44913 25036
78203 91164 -42067
31304 -46884 -62646
13986 -8178 43988
7244 78889 55888
3329 -91776 -68095
12051 -78691 -72674
67068 97978 -52700
38470 -74168 32248
3270 -6798 -14905
54668 86544 41038
17273 11821 25695
6750 58876 88491
4578 428 79698
76167 -54914 51282
44946 74952 -62245
2843 74118 -53519
16106 -67535 28736
42281 66918 -95879
14327 -52578 19411
59208 -25630 -25812
18326 92602 74499
29139 -34943 58880
64642 30997 96894
15912 -27124 -36054
37698 -17469 -39271
27968 94531 -52920
14001 32619 45802
62808 2202 -62086
71959 7576 7417
13777 -72701 11000
42658 -10677 67444
21724 -26674 10251
28300 39133 8443
74725 -4771 -89365
41244 36813 -76224
25876 -14389 -38397
42857 50437 75969
67803 -55724 80658
51007 46523 20032
38754 -93160 56599
57629 -88113 65216
29609 8037 -18428
28075 14484 21483
30359 93018 39605
43029 86612 25700
58955 69953 -68675
71308 735 16223
36931 -49669 42501
22089 -59238 30676
14799 220 75256
74196 57341 -86949
61381 39828 24722
35476 -31803 -99518
51226 10868 63309
27787 -32617 62329
10079 26609 13404
30944 -42021 -61055
42788 -164 -48089
73996 -48309 80881
61391 48565 35451
58009 -94100 55561
13319 -66031 -73610
2231 47862 -1070
69311 72448 8667
25700 71748 -8700
27608 29378 -21771
40126 -10367 23558
48822 -40845 93562
25128 -98836 -97005
19331 90196 11555
16068 -66410 9632
33751 43026 50146
79378 -16214 72528
18403 70427 -2280
44333 -37299 -64752
15342 15862 29973
66096 74704 -8836
31530 -56148 68509
9759 94431 -4534
61722 19714 -65263
36763 54369 -49655
41468 26048 -24356
43502 26260 -99479
36483 -43578 -44601
3977 -37763 17998
64661 1377 76654
59604 9695 49946
9362 -86886 -14817
15244 -1917 -82796
38194 -14311 -68338
1734 63243 -49730
75988 -61991 -70715
60312 47544 97435
11571 39193 -90839
69983 32987 -12705
56764 98639 62571
16107 -61934 41417
45398 72361 56360
64177 4004 -92128
37132 21520 -77943
13781 -29532 37632
8845 87289 -19115
27697 44458 -23462
28649 94719 -20378
72680 48935 -3621
60425 -56569 90338
50751 50229 86018
48111 -95622 68913
47438 -59654 -64958
79608 36041 50734
70643 -94689 -57782
1691 -53665 -34982
78 -60458 -76175
27160 -7729 -36458
42280 -74678 24985
8361 71385 94778
74603 31663 -1242
53965 55202 52882
49621 -2876 82826
27854 -11244 18996
71331 12824 -36722
29546 -95993 -51382
51512 47510 -23124
18597 56439 44762
59683 -22327 -75476
53820 -12285 -75349
79413 -93628 -13180
11495 -99013 -52082
23920 -12718 3727
12678 -85325 92048
57308 42765 65786
79929 54346 13339
48545 90803 95695
46583 -47029 63173
36105 56404 48726
15470 -1161 -94269
37724 -89062 50690
16044 -63284 60200
40181 -19096 -52346
8694 46235 5777
15733 35877 7151
36092 -39352 -27373
54569 62008 29300
28941 -70070 -88948
17893 96428 42806
6785 -7657 -24423
3511 33702 88930
34020 55643 92326
54363 -91350 -81284
1313 -73514 -35632
79199 41526 53548
28540 -81263 77051
1782 -18361 -44227
170 -708 39988
22918 -30700 -90240
36860 91885 -13617
14698 -48453 -10107
19529 -1941 -63331
4432 20712 -19983
5964 55860 56321
4258 -21738 83048
7068 -59928 -98459
6418 97130 79063
22581 12392 53519
8843 69795 -32273
342 -98835 -22310
41553 -71657 87218
60183 25937 -9574
22993 -51028 -77468
71686 78881 15699
75439 -8235 -49761
41334 -23199 5314
29724 24060 70299
10702 -26631 -92321
33018 17683 -73415
30826 -56619 93373
36972 92828 -78412
25193 3906 -29143
45570 -19795 -84469
73112 -80004 -6438
39138 -32284 45321
7020 -26080 67175
57747 -23106 -99178
25236 -84445 54828
54411 -57889 13224
80645 -72516 54535
56120 -33058 -61731
15345 44993 -22342
77363 -63694 -75245
52275 69355 66666
18816 -25470 78402
14768 -41989 -38694
51955 25544 -79270
1712 49520 -33061
18501 -94820 43122
67245 -67680 -76686
40327 75554 31469
23564 -10030 -83938
6661 39797 39777
61706 -83746 10238
5200 40673 54282
24055 26606 -88986
34431 -77940 4642
11753 63504 58863
77629 -45709 12880
75479 28035 81210
51442 14441 76444
26489 -58993 -93311
15495 65723 60545
31010 45989 -99380
66281 53888 -31723
64948 -44490 -67419
78201 53440 -90699
48000 -1537 -86369
66769 43557 -2736
69939 -24178 85506
57478 -80322 -32893
36016 -81468 -22040
71299 12398 32778
30701 -49139 66932
67638 43822 66491
33723 43096 12659
80281 35224 -21602
67277 39318 19265
20745 33677 56788
49068 53365 -52274
215 62129 -88140
15947 -99977 15826
25077 -55375 -22867
80198 -56846 -84631
4491 80861 -36258
40296 -82105 -99185
60828 82537 -52823
27769 48453 15319
57140 -73543 -184
35004 6075 -49341
45807 -78912 -510
52090 -19572 -58424
58149 5081 -70140
6667 -83279 -19464
20345 -72955 -54611
5037 -309 -41544
30042 -685 34556
3003 -14979 -1914
80603 23180 -72340
5285 -95844 -62851
70029 -24473 -65017
54138 37550 68499
63673 81607 -72533
54061 -10429 -42739
29663 -15841 -21635
12961 44660 5551
60431 61319 -78017
36919 -16777 -87221
58724 -8367 54454
22146 24826 25508
45290 83800 76416
31404 -75508 -25793
57421 -50592 12331
55005 -86922 -68041
12505 -55677 -49907
21392 61055 84552
1280 -9607 61948
42442 91651 2270
21 -84387 79915
30734 63878 -40329
2101 -24678 63285
7341 2732 -85605
57936 52950 -36722
66669 -46343 40579
65212 -74721 57033
77042 35325 -69739
67015 5928 77512
36912 -94879 -60341
19769 27388 -18154
17830 40296 5028
34511 87666 -42833
13846 8630 77845
48611 11080 63827
43150 -32366 -93544
61346 29339 -25506
12707 -99901 54031
28610 -69920 -34451
22125 -18026 -1664
15616 -78982 91262
57680 13886 -10084
27124 384 -54583
25912 -93553 -31642
15566 -20633 81823
69667 -6459 -21934
79976 -88511 63252
33468 26852 54365
66208 -36981 -61813
75759 29572 -77061
50535 31370 -85210
43894 67496 -86212
15076 -40528 40626
70612 32731 -86558
8904 90083 69421
56251 -10709 -13078
45581 -96608 69917
61894 -53786 -51592
22252 -1983 -72782
40800 -17557 54287
43351 -10287 -36127
19924 15046 79688
15884 37834 21890
14385 63569 36811
38366 40783 63725
69004 86331 10079
12598 35008 69368
25029 14211 -25100
41930 -73526 53237
69980 -62435 -54482
61218 44419 98349
7810 -34549 -74277
23172 7506 -33650
64554 21688 -24176
31996 8261 -47286
64970 -94916 -4999
52646 60609 -44314
55369 -31083 53785
27196 71316 23798
69525 96986 15878
71638 -24627 -98647
16728 -11425 -48622
27516 -56421 -60170
37010 -27755 32361
19072 -33442 12452
45735 25517 -94862
33362 93308 -59401
54912 -90274 -53960
38142 -95109 54070
44999 52265 -46787
30928 -91740 -34244
17095 -84093 -63957
46276 75759 -87836
29967 -52291 93652
42306 -77044 17325
36918 53301 -99460
62759 -96728 34017
1272 83547 28684
36075 17551 -35673
80388 -19726 50949
79858 45832 38568
18536 -80006 -21357
6324 -15621 98729
47771 96321 -11641
62460 -56327 18972
62681 -48994 -83511
65242 -52881 70319
29134 -33153 93011
55268 -88729 31693
51021 -59261 -38057
6917 -74981 -69963
75650 -95027 60550
55683 82620 60519
22138 -75705 36939
43788 76218 86665
21940 -24291 88348
27972 -97233 53218
32668 -96103 2843
63313 42026 28791
71812 -27220 -84360
20333 -72355 -97969
79818 72281 91332
15902 -20240 81892
54195 15894 68582
23568 48510 -12079
415 -76092 3398
47302 1063 -46038
75880 52300 12108
47406 67554 -43938
77698 -85599 -81645
77775 41909 53589
52649 -43379 36171
62411 55601 -65941
27823 -66475 -93665
7758 -76295 -26863
41737 2173 28534
19241 88012 -40143
48226 -18001 85202
65968 -7738 14939
11575 -84619 -34444
50256 85273 -10544
50300 -81623 88170
9540 -33981 -37304
25039 -54950 -26098
22620 41895 57484
27850 17394 -69042
74651 84530 -44648
16772 94653 -72575
11584 -23083 39966
27625 80088 -98731
69622 -22353 -46777
40522 29604 -59620
51426 -88306 -44930
59786 6962 -25052
73487 -49597 -44506
78279 -66052 -35602
19760 -84200 -18276
2331 -69204 -78277
8952 29924 79496
45454 19577 85001
46226 -49768 -72047
12533 -87780 -28006
58772 -96695 87068
23237 64003 -62480
60720 -1053 33364
11490 -21285 -8858
60733 22931 -50541
63815 18419 11382
51035 -29071 84308
29345 -71075 -61982
45902 -51711 98623
7456 36564 26227
38493 21964 17588
23687 -51291 55172
37562 67249 -65072
16367 -15349 36238
15706 5373 25692
13443 -69499 -14056
44589 -21556 -24960
72633 6884 -15078
5858 -40325 4538
71415 85418 -89999
38872 30866 -18530
24599 -48219 -57531
69456 -60350 80981
45135 7885 94767
9363 -36917 -25332
43980 96541 -80967
26447 63767 37540
47797 -79369 -39535
64270 -67471 15444
17708 -92721 -5392
71758 -2288 -51766
1248 -87309 28777
49243 -81616 90547
4225 -2726 -93766
55192 21908 76178
35046 -75305 -48880
43587 73585 -37491
29482 59865 -38740
28299 12094 44417
43942 -9766 -11214
41181 12703 -77719
18955 31224 11502
69035 77250 -64873
51812 99734 48116
24197 -86829 -78101
11338 78023 -75532
42223 98435 27327
2218 71895 33604
72398 96753 91474
75321 -21222 94803
17238 4605 -36649
55558 -93496 -38031
33569 37452 -34134
58741 35370 -26739
66588 6727 -18653
75796 63737 38044
63256 15687 44824
56557 -83761 -30562
13534 -32354 -42326
58487 -48538 46511
9909 -36221 -41076
74246 -69704 30101
41063 -88701 21374
58119 -88304 -33716
8121 26630 6088
8795 22091 93971
468 85142 6739
61085 91673 85195
73559 -95308 -17048
64801 17512 40571
12208 12549 28708
27919 76056 -80349
72023 -38190 89082
37505 86462 -47155
64635 -82680 73294
42895 76286 40908
6280 97455 71192
26300 -61555 6948
8870 74044 64839
68729 -98132 -6660
8099 -30920 45028
1771 70269 40215
55141 -56454 -73297
7954 -68955 79977
12153 17230 -44541
22272 44242 93905
5879 -84608 -84231
10636 47753 -99168
54202 -52874 32985
48455 -22795 -826
57636 -33530 89981
10872 -42294 77147
15234 -55239 -64993
50873 35412 5269
28028 63993 -35481
8468 -3163 -33965
36053 62967 96185
1940 15371 3866
25595 -56222 -58765
74709 -46518 -64740
38141 88670 48075
28084 -80077 69928
57900 -31250 -36341
32903 -26509 93889
2186 -31835 4579
8749 -92168 62035
30992 -84257 37559
25332 34935 7257
58329 78363 -5898
50417 -58131 -16415
11881 -79610 22512
3004 27253 60445
14367 -55926 -14076
47557 56676 -88078
80479 76405 -89806
31745 4024 -9017
46508 -23808 7681
38966 92348 72434
62373 90133 -14891
48347 -53829 -86968
42885 73514 68986
12650 98161 -38744
6382 69430 -63080
6423 -32678 18579
64264 8303 83772
68369 -19956 -63589
24680 20079 -80728
70663 -75269 36447
13175 69054 -61865
48861 -85198 -75638
80727 -95195 -35091
15082 -81242 10871
80085 -26485 54051
33961 74539 34610
53237 6444 7258
26884 15612 29163
2985 46185 -69626
66404 58700 -67132
50010 -94278 -46503
25058 -4619 23623
33224 24618 2127
37555 -25746 91477
65507 -56034 -6679
57410 -49057 33961
48773 -74528 21487
26511 2456 98167
35517 -19662 -26776
38353 -46332 51577
923 82618 -74156
33762 39526 -42424
8140 23776 -71686
24626 21 25063
73277 35573 36319
79101 -71184 26057
70920 25896 -58286
39364 -3362 -28214
80117 -90916 -49953
37813 -92297 58402
31290 37973 -41626
61646 54310 59221
59867 -53113 -86864
6792 -84843 -26040
64255 -6631 -32555
7795 18102 34227
70447 95923 32683
65149 -37347 -10675
20410 -93197 38149
15087 70502 -57344
31077 21168 68499
71344 -71141 -42341
7544 -20625 -93098
1341 -37870 6593
74184 -13989 81765
34635 -29759 -45198
75536 -96210 45362
38828 -3495 9226
12004 11328 -22462
36538 97816 38550
4347 81295 3117
10509 23310 88472
28322 -3426 -68602
19633 19745 -72989
80614 64020 80596
49123 45118 -55739
19383 -3096 73536
32863 99752 -79836
78226 10121 68782
1795 4232 -64729
4723 25412 64801
80443 10987 332
19409 62892 -23665
48640 23309 -59787
3319 36984 42287
77228 49453 -17595
11895 22732 -48347
20162 -91253 44346
21890 20957 58857
6964 80144 92327
44472 58555 70169
29758 12602 -68912
53509 73019 -35614
63757 56128 -59834
29422 85679 -37189
49826 -61615 -95983
37614 26385 21328
889 54523 32228
40154 3497 -50972
30349 -41917 -97605
30517 5091 -45804
42319 -84277 10335
59412 -32191 -65732
67432 53741 2877
8861 -78244 74340
69162 -48137 36886
32336 5627 -69921
51518 17141 -68501
66547 57930 37202
44963 -93620 18892
37288 54761 71645
80860 64951 39054
6562 41438 -81416
26950 65533 27369
76798 -57100 -13262
59547 97287 -47322
29334 -97351 -42498
26861 52888 -5459
33057 -33467 -14132
53166 12047 -87839
21158 78598 -99447
32143 53808 24543
80420 -70756 -35832
17972 -25010 -20583
62179 -49746 -73792
14671 60749 -34666
67743 50375 59272
25483 -62560 -85655
42154 3641 -16130
1749 -55074 71126
22290 20200 -52341
49754 82187 -64297
69200 -80522 15304
21640 64661 21675
10734 -42665 78743
40577 -88697 1865
35555 -24838 -12960
39432 -62979 -29607
6200 71602 -91039
71909 -35932 -84664
4254 -87552 -95294
70108 69739 841
45641 61841 -82354
24875 -26660 -60313
74117 -29793 -97802
47599 48369 -56059
11282 -91957 1916
22018 32637 -69597
70450 -33516 -64428
49563 -75464 91560
29060 86029 95227
7552 20054 -38875
9215 -76137 37151
20873 -28751 -8939
56061 69448 -61840
73464 -57047 72918
7473 96734 -24440
55175 -30223 -32753
8877 -15726 60321
4061 34011 85479
44034 54850 21087
30288 -30451 22732
48424 -6891 2751
54962 9062 -76794
14666 -80436 35923
50661 9972 7014
60197 -57024 86704
24176 86961 -63207
78031 -3369 67807
45060 15810 21317
39550 92916 -10272
66196 90871 64225
42451 40796 97120
32203 9044 91226
64511 41294 -80772
50289 -96704 94733
39617 60799 -55069
51116 -83415 -86334
4290 -58835 1777
45472 31748 70202
16535 79990 -95345
32391 -75450 -47283
58810 -55389 3464
36495 -42132 -50173
36196 73563 -22103
5455 2923 -4260
27421 22850 17464
75886 -92317 -30184
34832 -63014 -86791
49416 -81089 24408
78283 3128 -29111
36674 10265 -36656
9672 -11263 29467
1478 72847 36771
47465 -43780 38205
48115 51501 67237
32371 46988 1514
3158 -94059 -72451
2395 -62962 -61792
37154 -82303 47563
46114 -80009 36230
56726 96148 -49081
58000 70726 -97383
66119 -42911 42582
10519 87429 72917
38743 -7454 -49756
12361 49854 -44916
34670 64610 43741
59624 -1455 -88037
33905 -86312 -21575
20710 64072 65886
75700 -65174 57981
59448 -94023 24624
15169 98916 -27580
34528 16885 8512
37779 -88873 5009
32544 -36154 -21905
66637 -21397 -50426
67142 77559 70706
44006 85366 -48033
48889 3471 97874
47902 15207 8020
49599 -52770 -91994
25726 -71319 25729
67427 -91871 53437
74938 16831 86753
2697 -94155 83690
25842 -80369 -61194
15834 41093 5684
74707 32188 76666
75003 -31568 -15099
44482 -63848 66952
14910 -68031 62853
64574 -64512 71047
64962 44414 -92530
35595 39370 61127
15999 55758 20223
47495 5372 -17054
73784 -43229 63050
47937 48514 -98181
2249 68202 -34983
26011 -31562 90847
7770 62846 -89758
68696 -19620 5982
36020 73382 -41957
33175 24977 -19887
41308 -28528 45511
45386 -12050 57853
55437 -92513 -20027
60377 -79736 72025
63160 -74503 97496
75651 25178 64588
59136 -19455 89922
42769 -90804 -43512
59795 -11868 35982
71788 88260 72839
76808 -54187 23105
52271 -6089 -31614
52942 -91449 -44156
17170 -13633 -62745
61576 -72245 64720
60281 63599 42952
64544 49130 22508
64167 -63382 2738
60925 -21498 21548
29601 93720 -40120
37761 -74637 89877
65508 81313 -82587
65906 96778 69960
25392 56112 676
53383 84391 37326
34307 37186 -57206
65687 12971 -22462
60517 -99958 -48944
81033 47312 -50619
3627 -20507 4026
37846 -15608 94437
61161 27947 -76366
74598 -23494 -94920
57078 -72587 -35102
66046 -83283 32204
39847 -63428 42070
16245 8066 -80454
39772 85810 -28140
77359 -79627 -3569
37324 -20480 55768
28752 -64805 86962
7868 63957 -25290
77355 63115 38326
10855 -996 -21464
2092 -27491 -24302
12008 -19157 -26762
75874 -56124 12529
22948 -85076 -88793
72328 -55908 -12953
32421 94485 11179
36894 -59610 -80828
13967 55754 96235
77613 -83892 -63878
22047 -72983 59857
14053 75706 31082
1758 37536 77536
25404 19771 -55410
44261 95163 12671
3681 12762 -58440
32271 34304 91886
40313 -6469 46561
64072 -38138 85189
51176 99792 44701
56808 -90070 -52032
72974 86389 -2281
44312 74604 34276
37186 -21122 -82938
14044 -92293 -73989
57489 65155 -81751
7588 -72653 -73724
30990 -60444 8767
42776 -90856 50336
1137 77291 -23448
35509 -66824 -14651
31199 -49979 3522
66697 -53691 77443
34806 94375 -41105
13772 53042 -80868
36664 45814 -50938
23426 -35319 66635
69272 36307 5596
55542 -44034 50934
26046 18111 -66879
61510 92451 57326
37233 77027 96700
11561 -68030 48233
15443 12717 43537
54444 35349 67481
55836 -72398 47412
24487 74645 -44708
62086 62526 56654
69353 -24710 29465
19852 38904 15868
17266 25209 -68078
53889 -51350 46413
33823 38631 23840
20493 -51219 42378
49307 -14848 84963
60348 -91878 57169
71492 -7594 -58549
73466 89673 -70910
65031 89250 38934
5164 -56358 80018
37977 -94655 53842
49181 96223 -7486
62940 -88738 -73312
43596 3168 32821
15569 68255 -50704
11120 73323 94642
14498 20903 71755
1982 -85761 -83324
33613 66503 515
842 -16741 57424
4125 18490 -25196
18056 30816 53023
43947 98659 28012
76495 -27806 -51788
31952 -20701 -67183
34078 11373 11669
29510 -98609 35818
17894 96490 -25283
21732 -58464 65404
79162 -80202 36566
66136 -83905 20356
35271 -13070 -43803
59227 -32256 -90639
1764 -79651 57407
72247 -79486 -22021
76886 -56971 31820
54383 -38057 -75686
24059 -9660 -38608
67640 -14886 -60958
13413 85552 79529
14023 -61238 48951
48071 -4369 -68157
53331 -67448 25012
15570 -95744 -4074
57634 -16333 11130
34110 45482 12620
34794 25975 26905
5433 69982 -35074
28257 -59242 -36290
33650 -85602 16770
52124 -97904 34299
6643 -56482 -69336
48145 -43846 -87308
11690 6181 -73065
65396 85166 88684
38185 -34774 -14298
79338 -90431 -81580
72601 -76777 77232
4815 79477 21358
21586 -25079 -80998
64194 85065 -78793
1800 -1348 43017
24306 92704 -73001
56430 98510 -13304
29630 24824 -74532
9444 -4050 41479
63783 86946 -7795
66114 9543 53658
56657 79308 14544
3926 -1157 71444
78152 68112 72775
54028 38393 -5165
20112 67535 -16673
49494 -7399 -5152
24913 -8387 81732
75049 83527 -90945
34500 81962 73650
78682 -78739 -85368
44827 -24103 71314
20752 27769 -58312
59273 69233 -41367
58854 85887 46101
71178 -94958 -28753
60471 61481 -59367
22699 76076 -5076
26436 -55487 -27760
64636 -98255 -20274
25793 11884 -258
67464 -42394 32672
27497 -23483 23435
36013 90516 -13872
35361 23453 -35443
34733 11694 -23096
16555 98564 -57791
27546 -92995 -14130
26203 97550 -19849
63220 -73558 -37320
48971 78429 -81528
51348 -54439 -39834
12819 74329 81359
25873 -93371 90350
4 -88735 -28667
4941 81573 -3435
5907 -46340 66734
79311 -76789 -97102
78441 -37983 -86940
62466 -93916 81439
19140 -50423 35915
12139 95247 -83868
32898 11687 -88987
48218 47625 1976
6497 96893 93061
24963 8893 -33201
34607 -61780 -65548
24767 -6160 -64053
58069 21983 -91970
32339 23888 -27188
27201 -26616 9130
33290 -65275 29084
34455 30553 70353
70511 -97180 -96930
28293 -55104 -68259
18149 36413 64003
21715 6373 -51814
22333 -64795 -24026
62366 51048 35189
36255 60198 -34861
66437 6635 -17786
37037 79137 -23374
39690 -87065 -99808
64002 -49602 -95490
6525 -2701 -51677
30462 32371 18567
19745 3409 96070
76504 -83255 -7411
31831 95155 -18739
44155 -18034 10205
44788 95814 -80798
34370 74719 92502
22314 -9327 72894
20262 3998 59822
78486 -85464 32293
21500 -388 -43146
58865 -28616 20288
10240 -12242 8759
27955 36235 82429
64332 -75069 4104
1730 -23231 81378
30910 44609 96414
68052 -53587 60482
60379 -13322 -72779
48642 29638 -68126
45382 66396 -23702
68040 -70851 79968
49212 -2623 79819
10208 -12793 15381
25537 73942 98289
55947 88783 18911
24725 -77210 -69601
33774 6501 93138
73929 -69474 36247
66985 -80454 63805
3470 86004 45377
28619 -2595 -35505
37908 14935 67030
45384 30529 36207
39049 -21848 61328
36778 -73129 45651
34886 22522 -46341
14748 64961 -68112
52986 42136 -71207
78144 -66349 -45637
10372 94660 91874
18132 62551 15575
10747 28987 -93354
69946 24399 12598
58831 63752 50556
536 78843 51676
41548 67651 -74823
78465 79489 5937
28104 69461 -16307
16436 90853 39490
21577 10018 47506
6258 91929 -88449
3911 -10565 13395
18154 64606 84062
28130 -19871 -48614
44422 -9385 -20268
71995 92877 93766
8472 1551 -54207
5717 28825 2916
27347 -57141 14232
34375 -37023 -37613
59041 -52355 94510
9042 25838 1286
2966 52784 -65556
21514 90913 99272
37387 -89484 28426
58193 98524 -28261
153 -75761 -56656
20572 -72762 96822
12855 -62747 56852
17683 20917 -28884
53898 -75087 12402
69916 44701 21637
40293 -31931 -40712
35089 -92342 99194
46837 -72826 39236
3892 -84971 68168
8128 13753 97510
73122 15538 59564
28850 -99871 15589
20317 -49737 -10083
33659 -37562 35717
36546 -75091 16268
29571 -95346 -17615
40188 -18472 96188
78931 65068 -85345
30488 69806 -84786
31789 -44884 -51142
27233 -14388 -18463
1515 65311 57751
40759 -5176 -84864
63541 -23173 66085
68647 -37373 -45464
59556 -28817 11060
37649 -56201 86043
5117 32645 34994
35736 -12050 -8788
57167 -47482 45156
45927 36685 22987
62611 -13248 -86180
35710 -92006 66351
67707 -90518 -30428
15250 3212 43784
8135 -13539 33642
12684 9342 -24897
23778 8894 53664
4626 47281 -70185
57856 74991 -17126
37612 27348 -39019
68459 10694 44999
72708 -1711 -27531
21501 -15165 -19753
62476 -58506 -7170
24574 -67443 67471
11911 38770 12388
442 -24648 49458
19630 43286 -20487
80270 -21862 36987
41939 -43535 -13132
3042 -36500 22548
27346 -40184 57282
41857 35414 32610
25716 -64922 89911
11206 -85142 17287
76728 12659 21067
49351 -67655 21643
2763 -8763 -78559
52921 20011 -45813
29553 -74102 -36392
62632 -33757 -80465
23235 68832 -20740
44126 -16125 -47503
2471 -81388 32955
39725 -52246 45235
24827 89566 -55337
67151 -66807 -48686
43057 98299 25605
21169 -46396 65807
50159 -25007 -49952
50220 61529 -72533
5814 -19705 86329
36746 -51500 85139
6213 -55207 89018
4857 -43031 25759
73760 -37261 -6452
12671 -64020 -45113
39676 21506 22931
19655 36636 -94993
52832 -283 -2201
17132 1961 -75526
7767 45423 -96818
70415 -38179 25397
49121 58457 18116
43014 -66007 -32062
70340 -22130 -93757
75001 79625 -66048
62214 72910 67281
41968 -75610 63370
75921 39408 41401
35861 -35757 -61685
47361 -60915 -58211
33760 -46784 -51697
429 24573 28283
63051 -36004 -39780
67794 -45417 19165
67772 99103 -79484
31884 12932 55898
72260 41834 54098
39580 -82910 -94269
21557 26728 16003
2859 99458 -93013
41237 -25385 14621
13566 26019 27896
72310 72461 -71070
53906 5410 75352
23780 91676 68341
42524 48332 66655
78017 -38019 95777
66747 -61075 31473
43686 48404 46320
57933 -24931 62396
48858 -47151 64789
67724 29470 -88507
74759 -87012 -76180
45813 -4494 10561
42429 95606 -46623
19046 43855 23865
52352 -89849 35041
17903 43784 81252
51194 63776 -49059
4673 -38127 -1781
12564 -24086 55473
10070 99808 12258
38424 -46246 -11621
74240 85116 -49838
6139 82750 -92548
28220 27045 28775
1459 -47632 -81801
75633 -57005 15310
12090 70595 82991
58114 -95024 33629
23563 68960 32762
27030 45134 95361
45986 -20595 58307
12413 -12084 38168
29604 -77301 13023
22865 -48479 1265
44476 35580 -46012
73395 -90107 -72984
10648 -1890 40027
35474 -54016 -1577
12457 -84315 25391
44496 24812 -66194
33938 -50585 -85046
75285 -36165 -46558
10320 18068 -86863
76458 92352 67327
6504 16396 46335
53104 76045 97444
2456 72999 -6077
55065 -17660 61272
80363 -35205 80059
49847 -91736 -82993
23430 17368 -45666
10097 73479 -84810
60758 69463 -70112
24460 18302 -61178
70870 62682 48846
32635 -37206 10674
30938 -80740 72548
50449 14223 -59675
58658 82533 -84573
27616 -93205 -75420
40032 13651 31947
56239 57362 -44140
40761 8427 56450
48806 70332 -6326
20291 -88071 -38812
27175 51414 42082
60232 90546 -41379
3068 -49120 3195
65279 15957 -85377
64016 -13747 -18242
41079 -85327 -34765
33795 -26974 81135
38277 28840 32025
16761 -51662 47094
30882 -66894 58019
64969 40203 14645
55415 -80582 45796
73965 93305 21734
19543 -5102 -49484
17768 89448 -20112
12294 -18877 54473
36056 -12734 76457
42504 -8169 38864
11001 3589 4095
44372 33344 -69478
33270 90187 36617
75130 56967 -5060
35347 -23920 -28442
68386 -71142 85459
66738 -84808 -26181
78831 43153 -88511
80906 6913 8491
20281 88133 -13423
73732 -30305 -65490
70019 90337 -2177
61871 1709 19258
79908 -82218 -83915
22599 -66546 17912
11379 52924 -52212
42726 -51662 98325
75403 -20231 -25007
16088 -8201 41134
71135 -50347 -13836
29063 -31219 8401
14127 66744 87373
46054 -91111 -23401
22774 59943 66721
57183 97490 57587
1945 -47994 78572
51633 28437 -59907
63362 10477 18216
6910 -54709 21109
67320 -72194 -67399
22000 -11520 -47768
12110 95943 88939
41702 -61147 -24921
34154 13348 61762
64411 -98940 64131
47532 -46682 84799
54454 60985 36240
80057 31989 -42581
14802 37115 -70688
10045 -37924 -33206
7160 -26217 7298
71347 -78646 49031
31734 -32297 40790
42970 65423 57176
75663 -65608 -42084
52614 -54755 30881
51227 -57424 -25129
72277 14479 62554
20373 -33607 -81325
80083 -71714 43783
10323 -98216 -77959
4741 59550 26840
8651 -4316 -85976
69775 -51057 -76948
49468 59669 51812
38608 -63628 45942
7462 -89160 33884
24667 61351 -74822
7778 -14260 221
22724 -79729 57888
29452 1259 78888
65369 12960 -69508
28597 -89583 -86199
3066 -88007 12243
46483 95162 -90213
75525 -43363 -97147
64825 16394 -54493
29693 -71805 -22985
8301 61023 -43495
