22143 20005
33748 48795 -90608
12804 24169 -8397
35279 57400 61546
25058 62315 47961
27500 83435 -54408
12428 -53830 -23570
40821 54141 -77672
22044 -77075 85870
12277 -34150 95123
15405 7870 -42424
16531 56545 71991
39476 -99947 -49167
22875 -32088 -97022
30768 -79414 53969
18561 -9617 69219
35506 76424 74326
21048 -16248 -49520
39766 95134 -506
29827 77365 18720
36128 64894 -7248
34896 27789 -22882
29447 -6056 85459
37736 -65980 21820
7133 -51973 -9494
40132 41910 18056
26148 -31785 44370
12075 68531 -52937
8818 -16755 -32046
31782 59089 -4255
12387 59607 66729
32518 8542 -67872
20335 81586 55007
7559 -85451 46620
32399 -60293 -82521
28892 10646 -17936
31183 -36149 88881
28964 81209 -43248
5975 48356 53712
11222 -83804 -44648
24216 19787 76358
13737 -47336 -77420
4080 55000 -23510
19811 -88179 41333
39065 28497 81347
23952 -23356 31007
9168 84054 52352
32614 68209 88766
19599 78949 9637
30079 -34016 -63501
39370 20250 -66212
24388 86238 -60801
25992 -25205 -57206
23994 57695 -51560
23026 17078 91996
7802 -23566 54813
10965 97768 -13992
9150 43810 -71227
17357 -99252 -43664
40884 -74087 -48644
28069 99650 54884
2616 -30436 -78313
13035 -92461 97621
42016 -62842 -35029
22838 61971 -14449
20481 36216 47969
9804 -79406 -77505
31267 72574 82878
33115 -17797 -35744
9633 68105 58138
18178 -40589 -97587
13593 -30308 -78547
3104 -86512 64894
30580 -16296 51217
31422 -55434 40134
14237 -57316 -59522
9922 -80362 3407
14717 41138 -54836
33626 -69973 50001
18073 -22562 2944
19044 47675 -88026
848 20573 -68961
39919 -51367 82057
5422 75008 -63497
24200 -98673 50973
8843 84825 -96854
328 -68770 76126
23139 71963 11861
10170 43605 74526
15602 -364 79794
2693 -51435 -7193
14078 -25887 -97942
28552 -27630 -88446
1602 -22829 -12887
41781 21511 -5836
4891 -57797 74825
40868 -17666 -20077
38968 26698 92237
12125 -70969 -85622
1838 63413 20379
26822 54418 19215
35825 59058 56174
31652 -38615 87605
26140 62952 -78749
13774 -18137 -72205
40171 -782 -14035
29149 33685 -31845
5611 -26969 52577
1112 860 -77168
10379 -42282 72612
16070 -32001 7253
16158 50196 -77984
11319 -2981 73295
30146 35110 25412
27507 96396 -46994
17864 -67295 29659
34565 88640 -44955
37015 16647 -2368
21065 63734 92681
9285 -99987 88503
33971 70619 7753
31089 -3436 -43349
34006 -19575 99174
3668 -48453 -55003
26237 12860 -90156
2813 19951 57856
2626 -59311 86436
20102 -93953 -21857
7684 14885 11303
2081 96280 25688
26751 14832 42995
18476 -82015 -94745
4481 -13807 69665
32237 -83312 24607
29009 -82486 73571
37713 -4211 66406
31621 73031 84411
10538 58745 43360
36902 23945 54293
7793 7056 -44047
27469 61566 94689
5371 -24618 -33680
4969 -87063 -16929
38758 -8346 593
40567 -38686 33210
29107 14829 -51979
31732 -24096 39230
14025 59216 -52286
28027 58857 3958
17107 -49116 -72031
11052 -93306 52660
41587 92858 -43576
2280 -72769 -39690
34697 92333 -42175
6517 38976 -35677
41732 -47497 74050
23867 26908 89061
10731 15385 -50716
20287 -62809 -22159
6750 18492 85387
3292 26248 -86321
29231 93011 47626
41936 44258 -64133
11558 -84764 -12564
19538 24654 69800
8141 -84190 -41362
35242 69074 27320
33745 21359 -59593
23079 -88267 -80914
28289 -12911 -40535
17176 -31323 24374
20919 11778 -69384
38170 -22714 -72762
27515 -25047 -84699
41455 -39577 -45705
41448 55861 -24854
23943 4804 30848
37726 -58127 -90977
18125 -64235 9016
17165 -72065 64373
33613 97621 -31732
12510 10698 59856
4285 15633 2223
21408 34255 -40608
34158 89027 73337
6306 60595 39663
30262 -89571 5829
6584 -73736 -60722
8647 -93319 12045
37960 -55814 70493
7078 -91944 -32496
6787 -91097 -73243
23989 -88687 -65292
38340 -3424 -97132
25231 75691 -42351
25665 90671 -20322
39264 41850 -77465
6778 -35108 9005
13075 -77437 -24262
12712 -30463 98022
3768 42357 51927
20144 -48218 -59828
18663 94996 9336
270 49789 78162
26721 43615 4714
35395 37957 -79346
37714 -47105 9385
13392 6113 67393
13233 51808 -75913
34570 9431 40522
5026 94794 89687
24744 74623 -61506
28476 -29605 -10382
16401 -40738 -78544
31234 -20414 41146
15109 1254 18481
18609 -92579 -37072
12449 90213 -46047
9478 17911 -44330
2068 -87431 -35049
32904 -42625 9633
36252 -37008 -54422
13638 -66424 -58299
39164 -74565 56825
39517 -34473 -77522
4627 32760 18592
25880 94507 -74994
35732 58526 63637
29640 -25344 84521
4679 66616 92221
32335 -86031 43653
34833 4265 40210
11950 4504 -70497
23705 -75206 -47785
37926 90747 -20047
8695 45172 23877
14991 -76876 -32888
3306 32919 -10133
1115 42631 -42967
26845 -99696 89269
34711 79724 -19864
14686 29448 19212
5582 32982 -83154
4998 -3421 5290
36499 94257 -34092
187 3696 -89638
12396 55681 22468
36695 -1630 32358
33460 12805 -95295
22699 1821 -10137
2097 64575 -44642
33362 59271 -89348
29154 58362 93726
1338 57837 -44759
11427 -73086 -78622
21661 51026 90094
10484 60065 63904
28687 -74881 -23108
32271 -83377 39367
11478 -98876 71603
32972 -96469 88136
1463 -62881 -14881
40246 35780 49449
39280 79354 9978
16537 -85872 -47264
31929 80382 -53418
8361 -70328 -65183
13685 53207 85525
37680 33354 -69823
36699 -85550 -84188
23010 21460 -1327
29591 -1847 -87498
17782 -24116 -93524
28812 68384 71837
5011 65587 19589
11646 56408 40053
31474 -36766 92355
39740 2820 76735
27123 35788 85722
15228 9147 5767
5320 8520 -73748
20635 22307 99802
4600 -20464 46747
40097 -68483 -57598
8214 92109 -75495
40591 -23378 -82838
35156 -50990 -92354
17931 68819 8196
1162 28989 16469
22877 -47972 23852
30925 -9450 82951
1284 19070 -55580
31623 42226 23070
2430 -15346 29955
2324 -36791 -43018
26573 -48811 -59276
23632 40401 -4767
28592 -40369 15520
33781 -90012 64944
40106 26976 17094
1056 2515 -87771
40243 36748 64531
21870 -48782 -38176
18902 91927 73782
21059 82180 -13398
2642 68450 -21875
32572 -16438 -58132
39716 -4445 -75372
41784 -17074 38705
18189 88932 15200
15876 -9964 98003
19569 34780 71564
40039 70962 -78345
5094 9044 -40389
38903 -38904 -31101
41777 -78060 92010
22997 69547 48255
38637 71192 -54300
18537 48290 2710
19106 -9068 86242
27058 -14948 -20513
14677 -50851 27626
40360 -99493 82116
36821 -37980 -2457
41982 -96244 -26948
18635 -53651 -8760
28639 -59402 9582
34 -41914 -28151
32183 -77192 65451
19813 -12523 61946
11878 38248 -34049
8487 -83957 18190
36601 467 -28467
3636 -41076 -33429
12980 78778 64245
29285 -4043 44733
2889 -16275 -4249
7675 83198 -39317
35449 75978 -90203
9685 -14937 -42576
6709 -35039 -47303
11647 81795 -65524
5871 2304 -5382
14528 -62446 22796
15632 -5185 66760
34257 74404 38744
17139 -62401 -80118
2399 4606 -22327
10444 99101 49909
30637 35777 -60192
1429 -97449 54674
29775 -74698 10273
32525 43567 15658
21607 87064 37516
3107 63808 -27243
37007 37690 66962
17122 -26776 92651
464 -32470 82501
7771 -43990 -16399
17944 -2581 -99630
25430 76462 -21209
20763 -35994 38297
33751 36828 -48616
5279 -97882 -51956
39806 -99665 -32128
3503 -82795 -20504
28935 17034 -33785
2782 -96693 29692
28486 26727 -38217
16511 3141 61569
17237 19406 -56009
31383 52152 -70748
5628 796 65480
17069 -79971 92129
27136 49889 5002
10488 10828 -31855
32975 -84343 -96345
3435 82379 88572
41856 48397 97938
18952 30804 -12824
36962 70272 -45454
2494 99192 -33391
18349 -82577 -18247
18949 93050 -96473
34950 -88455 40530
14733 -42422 -64160
18401 -75911 -80041
12658 38666 -94446
30851 -91350 90527
33513 12949 -32205
42126 -42371 87005
29174 75354 -56593
38963 -89099 80113
12661 89640 95214
38664 -86893 -39554
16234 82060 91213
10572 33983 -68450
4039 12062 -63337
17566 37156 82835
13900 23164 -74451
9107 95033 18796
21688 -6358 83166
17284 -76216 45630
6959 79748 40663
2329 79739 8075
25977 2440 -19820
30123 86126 69551
3634 -1556 -81288
35069 -88908 51943
12186 -90872 20986
4082 90111 -9763
39437 49058 19157
8402 82610 49970
21754 -71669 14423
18364 84460 64150
182 -78889 -22185
7956 64856 -88045
27080 -86832 57641
5852 -28159 -20641
17976 55723 -42686
17115 74454 -3303
32453 -52625 -35374
35205 -30402 81449
37482 -54265 33351
17012 -79149 86027
21862 -66309 54978
39994 -44128 -35093
29548 42212 -14125
41857 48506 75005
5670 99431 -23187
3655 -6400 68522
18285 -56377 -96910
36385 41462 13254
18641 -40909 -43342
1516 -30691 97173
8446 45292 -20305
33409 -95871 -21820
9588 -48115 69241
40648 -33646 75785
10129 -49718 6231
33411 36247 -56146
28488 -74714 26182
30456 50481 -75022
27927 -45156 75006
4531 -45204 47349
22403 -17506 40498
22569 18097 19043
16413 68158 39238
25043 75531 6194
37371 44039 61765
36404 2689 -19514
10049 57449 91635
28805 -71339 12724
36794 30440 -75126
309 7513 6767
21459 43993 37052
1176 34585 -84682
28359 30179 6276
30755 -56101 22218
28886 -64270 28159
3579 -11718 13316
41140 -80172 -86321
1388 79170 -3059
28049 -77128 24158
6782 -98485 -20520
11955 66570 76135
35391 37077 63707
173 11324 -58212
22657 -92191 -40787
34288 24569 71982
4656 90655 53416
17631 5432 -19036
978 28384 65889
10394 -6331 29104
21789 24305 -9545
21666 -52989 -68992
15308 -16616 -43137
1732 4631 19040
16152 -12351 8280
16324 251 19
20867 69235 86524
32658 36481 93219
40041 -63492 -1793
33260 -84837 96424
26435 20763 -67031
13794 -94773 85310
40002 -73457 25182
33148 25846 -23695
22363 38544 46792
2122 7077 -26251
6659 40922 19044
35623 82721 -43150
39172 -15659 -24994
33404 -44129 42215
787 -53793 86167
8222 28556 -30564
25342 -72692 14900
2595 49647 -84397
14740 17006 80040
36488 80383 72541
33374 91105 -19099
20643 79292 -11907
11853 -58334 18041
36210 -3312 30356
14074 78013 45685
15206 -31920 -46305
36987 -84245 96672
34135 -65293 85400
25762 -83464 -66005
22070 37996 15344
35616 54227 -85997
6447 -26318 38998
20436 62440 -9191
16254 -14882 78942
14820 -16665 6923
5619 92070 87120
10382 -47305 25706
15137 36899 -83419
42145 89586 25942
33113 51480 -27652
41436 -35062 -13268
14252 -83264 81844
31726 45197 54756
11552 -59912 71404
31991 35979 -66877
39186 -21391 -43535
25663 -85259 -20280
5698 -87132 -98884
19056 -79058 -51584
41814 77114 91423
11355 -50081 -53966
10452 -21002 34849
14574 64412 -94177
11820 -84497 -39566
23308 16148 -83589
34496 23737 35632
8596 -9680 60448
8096 -82673 -51355
6270 95620 56875
7466 23767 77837
12148 75910 30400
39049 -54821 23133
27449 -66565 10485
7635 17503 -99878
37202 -76272 39248
20240 -19173 57809
14576 -11512 66347
1972 -1226 -29011
7622 -55063 13668
19844 -63724 84774
6123 -88965 91526
4927 75412 -42060
40969 -97013 -23024
21231 -65310 76511
41763 -55362 71571
24380 -42717 -15377
17834 -40962 98667
16631 -6098 53462
37814 -49310 59590
1886 91631 14295
5875 98805 -70943
32039 -47517 26074
8277 -73233 2072
35377 50867 18745
38422 -18421 -24318
24823 -76866 -28708
10748 60449 -26917
23563 43621 -34960
30731 -19923 -11621
36169 6074 88458
9654 -76773 -28036
1471 94352 -50589
24911 24264 54872
32710 5439 -2787
1405 -65481 -22618
13329 34730 -28612
42057 11291 96965
10225 -28912 -51785
8229 54210 84797
28090 44601 84618
25291 52142 -68091
6615 21124 89383
7857 -54626 -5233
23354 -79669 67850
33820 -60296 32469
27834 -34542 10260
24770 36337 -61877
33195 76837 -90750
31556 -92851 -81
13636 78622 16504
38599 90860 -64397
15392 92195 -84386
26543 -48968 -64613
32337 -88749 -8138
26222 65222 -6149
11673 -52861 -51948
3173 -9835 55249
30351 -57364 -70537
27897 56004 -87309
10792 17604 -11408
19248 -95160 74820
22561 -85598 10402
41049 11682 44340
35307 -46766 -35860
10928 94653 95973
18128 12705 21739
4056 -29426 86405
2884 -54783 79506
25105 -37269 -21146
8255 53102 -23550
10396 -60478 54106
38316 96233 -52072
40692 48477 -9894
27293 68597 -30627
21920 -16334 42524
30250 83547 -59829
25332 91514 94085
33466 72740 66259
23734 -16197 -76451
39753 -35654 97600
34694 16852 -40140
24913 -53770 14145
40904 -41924 88670
21838 -46280 -97813
16525 67526 -80300
27228 -49489 -97590
1410 46418 -78556
37707 -7820 18779
17189 -43970 95420
20852 -91238 90449
25084 -84258 -41278
10395 24271 -1941
12933 -41994 30557
23301 24041 25292
9180 -61685 10336
24996 -30115 77581
12703 -72570 -56703
37532 68812 -71559
29612 98152 92950
31331 -35479 -58627
730 -92418 -69606
25358 -68295 -90742
40138 -53841 43047
35046 3742 -80655
10688 15596 -6291
33899 -17136 41525
5068 72687 -10254
13683 -72213 -6031
28308 10861 -29430
13559 9831 15364
34884 62381 -97700
15321 -3495 24841
34409 -53314 -27547
3218 83437 -80792
34620 96032 -65892
2662 54712 85997
13883 19729 -6927
11783 70165 38952
9261 35259 -12345
14488 63657 60961
6913 74460 -98721
7837 21630 65202
7833 -8150 -73890
15439 -41773 24189
27589 -35512 45930
31184 14174 52407
38881 59916 -78134
4031 -96762 21886
17492 74443 -27481
26802 41665 -79895
32716 -18110 -13958
7441 -56528 40312
39046 31327 3721
6906 -30721 90411
16195 -48354 -61426
22821 79942 -8746
36952 -90172 29445
1770 -91057 -56783
16862 40229 38110
13287 55372 1624
17799 -94459 62129
16854 45393 45252
35227 -94182 -44819
9594 67877 80861
9700 83370 56474
13103 70946 30470
12649 -62041 -85161
27576 -78705 -87236
18314 -54215 -55272
28483 32964 71197
26238 -87142 -53307
5151 -78566 -34651
12837 -84972 -6242
35733 61959 61635
18047 -23084 -92015
32263 36408 -53423
32218 14562 98279
19496 66819 47606
19959 -60662 79568
446 -12551 -30950
35839 -94676 -70608
17519 -70602 27924
15037 -51217 44170
16230 98609 80281
17898 3968 -35868
39470 -17786 60287
23917 -12592 -73590
35671 -7501 36693
14163 -5418 -4493
13935 25803 -93643
14473 -67127 -71322
41606 53321 87354
11953 53013 -48369
39468 -36954 -15589
299 -70953 24905
22614 -50940 34515
10713 78801 44389
17395 -34346 -23203
3160 -24700 -86723
23578 -27061 86209
37943 -30789 -28091
343 -28467 -90201
32049 -49141 8747
15244 -29937 37256
6513 -54471 26887
32000 53341 98489
17051 -9195 -86498
31008 -32216 93188
20430 -51867 -42222
12099 50902 3952
23138 -37802 -43495
18971 -98293 -11348
35200 314 -97837
29388 47190 20716
22276 47873 99409
34709 -86022 93205
19332 -67315 13455
14324 -408 -91252
34490 2163 26950
7965 -93695 23808
10156 -19141 76866
23039 91220 19385
18755 -58513 -16196
38856 -83572 -96724
533 -61376 15451
14059 -66373 -26775
23885 -34747 90461
6748 -6925 54499
3121 -35277 -62832
4877 7080 62963
15839 -98551 -68199
20124 7897 -47831
2301 7891 80896
22170 -51306 -80201
35984 32575 56992
30498 52027 8007
37212 80690 3589
28366 59540 -75483
37981 -36340 -5092
35470 -79551 36989
31864 -7508 -10019
29312 88765 -269
38042 6486 -49782
37792 48354 3204
20696 56562 92984
34669 -50087 32727
5213 -69998 -91644
35717 -19447 96934
25672 5436 -36821
14993 59171 35135
31013 -86677 -69679
6295 -58878 57302
21170 -1746 -51343
36604 -43511 54926
3348 61041 90969
6937 90686 -81022
3022 91391 -75389
6053 -81046 75271
13172 80526 34241
29277 51598 52155
25996 -3158 -57121
2983 56857 -69314
33322 -90738 49844
39245 14444 26719
4646 54864 76755
1980 -55103 -37523
19602 -64215 -12198
27530 -36685 -38678
14634 -85117 -65678
2061 50616 -81276
15747 -47198 24213
10994 41576 9576
35677 71109 -24910
20665 -16321 43916
31974 -87103 79033
37516 89595 -14157
11274 646 -76509
31242 52502 -54468
14623 40568 -15958
39237 -40222 -65254
40916 71481 -89844
7897 40816 99249
21496 -53572 -39816
39518 5062 -24762
856 44118 65605
9723 12019 10509
13202 62265 63202
17793 -52213 4207
27416 40151 779
29513 -86131 -35205
7320 84062 -14927
27926 -82329 39583
29546 78552 -79401
8480 -16410 -69331
634 -34983 80070
4773 38882 84682
4677 -51475 -65071
39322 14466 36740
8036 18397 51932
36067 -81825 69148
41955 80838 -13821
37803 22642 22359
22304 -67123 -31063
16286 80967 87644
18396 -64777 -77810
12562 38500 -36680
21891 -97572 99086
2672 -70465 -44130
34474 -53753 83470
13386 74169 -50514
23863 64731 -16412
39011 -59725 16422
13835 63795 94982
7176 -20632 42834
38382 -2226 -83544
22905 -85954 53031
34918 -17871 -84063
2716 -93587 73657
32089 -72677 -87717
10411 77442 -16981
24190 25938 17748
14516 2591 -30658
29042 94662 -12966
19145 -56976 -69521
5134 70212 -81818
39311 13559 67505
39723 -34959 -53003
39786 76955 -90547
27028 86225 78327
29275 88843 15601
10016 -61720 27469
36166 -58027 -12138
32322 -71367 -47407
19168 51570 -96930
14274 -16036 -46077
2957 44041 -52702
9519 99309 -32467
5738 34388 72908
26190 58566 37070
10645 -63576 35883
29101 20267 32446
23698 13158 -96496
16395 99816 75357
8797 2409 -54661
18309 -34603 88473
12491 87019 -6947
28185 18007 77249
37586 72758 -40456
36245 -78677 -11679
9605 12931 -42286
18968 -11367 86263
31912 34110 52748
13944 -73442 -90508
19705 -91688 47181
34424 -19824 67047
30285 82959 -71556
13424 52929 53983
13701 -81961 60485
21380 72141 92516
19558 34864 97566
14200 81748 -25378
34104 -53379 74151
21592 42047 -37255
36495 91202 75397
34555 78839 38690
6648 -82520 -85909
1733 21249 99881
26225 54237 -6679
36797 -87807 -66770
15257 -4 -99805
22080 -44906 -86610
12345 -18282 -96595
5497 84211 45986
12616 -62446 39338
3943 -4763 -97997
29516 -34553 -21784
14152 -20180 32367
38154 60689 44302
5801 13492 93633
34736 72034 -54295
3065 90205 86472
587 2765 97700
28243 -49176 32837
39925 41589 -34291
19751 -37344 -31652
6298 97644 -41107
15077 -66929 -49068
9378 86650 -24131
6497 -78439 -8622
10585 -69922 32558
20169 -16828 -20749
22742 6433 55673
2086 -25721 -95068
24585 52474 40170
36017 -15760 15781
18573 -62981 76575
5042 68682 12116
5434 63191 -70680
2824 86992 -31433
13913 -38562 53335
4901 41374 -92633
4386 -54073 -8926
16224 -98277 -78761
1356 -50073 39254
6508 -75424 -74746
27047 -61130 -79588
26677 -2602 18346
5136 -88924 15827
17712 -15436 -23325
9590 -36467 85692
23254 -96146 -55706
11183 46080 -19030
6409 12312 -88819
17916 -35885 -66375
31850 -16993 99766
29104 65280 -3040
13366 -46187 70669
8569 76380 42152
15046 89251 -57244
22498 -43838 -83720
14126 -72598 -2945
14428 -54880 27935
31186 -91442 -82144
40054 30255 46500
7925 -8416 15249
3067 -63451 81366
21722 -71942 -23544
4484 7774 94034
34545 11185 69969
20471 -58050 -10444
17132 -43344 85326
29626 -48490 -52318
34932 -66856 18979
15433 461 -82096
34198 -51121 74442
15690 8310 -91185
23465 58974 37174
20721 -67826 -59168
8086 -58021 -93945
22034 -97592 98724
40911 -83341 -74600
14780 91911 -41922
30340 -53659 -41228
7669 -88348 -24465
27205 -76010 -22251
34817 37780 -66109
9164 63877 74503
33640 -41891 -30599
31203 -62947 -9345
42141 -916 -948
33596 -62823 39826
9017 22745 -10991
36168 66056 -14955
1890 80951 50762
37388 53345 18064
10859 -28200 -27900
41387 -25047 80240
33057 28185 -54290
327 25150 80836
6437 -69446 -26182
2174 -60147 89357
38102 -44219 68573
36585 -26545 98071
10262 -69364 75922
12820 59404 89118
25933 -38644 55543
29884 -78556 -61001
8960 -96664 57982
19474 78041 79673
39790 17939 -7905
256 47559 95547
19329 -18553 50423
29763 -99768 -75989
28387 44880 -90817
33991 -56487 46709
10260 -69702 62498
29466 8697 47579
34816 -61272 -98462
10024 -79604 -41585
27512 21950 41596
20625 96605 6112
2219 62351 10210
17797 50694 24114
38502 -36667 31329
5786 -5072 63705
21536 -25780 6710
88 -67212 40861
14887 -33301 -10188
27631 17982 -18563
40418 -92803 43715
9885 -82882 34056
21107 -77849 67519
27707 39100 3124
5833 -85235 -18485
40370 85127 -40881
37752 76313 24688
19311 73936 27349
37435 94377 -61718
8234 -73324 12424
41993 -80798 34312
8278 15450 38406
38301 87124 83819
4781 93077 -11010
18293 66349 17688
11386 -24149 86205
2887 -63864 -50569
28244 97679 36751
32493 82950 -64992
24960 -43803 -13662
41853 88137 85479
39505 42142 79624
10277 -55933 -41815
21932 8553 38474
27044 -83174 -80257
19141 -97784 40479
13717 9549 36110
2890 94806 -51819
2173 22943 67054
1627 47985 -31901
41073 72847 -65434
34827 91083 -39314
23600 63423 -85311
5560 -48339 -20720
18311 -11706 -20856
20800 -36796 -95034
25567 74082 -70980
11978 -30788 455
18815 81533 -30261
22458 -19799 -57151
2259 -75524 79808
4096 14898 -86714
1914 43716 -13126
5910 -48828 18127
14962 -26357 37109
36069 81380 92464
29449 93205 -60657
26790 49813 -31934
8537 70248 -97901
11150 -25941 -36318
21804 -74832 -35227
39279 -50909 26508
32400 -98141 -67287
35859 19502 -33329
34888 -22935 -76454
2292 43447 35946
24019 38331 -57580
24267 -47973 88945
25588 -68076 94344
12894 68049 -33334
37782 71420 -76281
12196 -20802 -77808
28475 26327 -43574
10942 -72857 -20278
25024 96629 34772
21523 -16906 40319
14129 -42026 57217
19355 21221 -49299
24992 93867 72175
41265 45005 61877
17045 -85118 36203
29896 695 -81048
6049 52529 -70811
38987 -71916 -15781
18514 80562 32559
39459 -82379 -40282
12205 45863 -15267
27752 22689 -903
17090 87436 -1231
9719 -70708 -96044
25485 30667 11664
20251 32297 8030
23488 82747 -72341
22221 -57707 -63726
27643 -860 -69998
13822 -54068 -49897
204 -24227 58205
22350 11782 48993
28516 1025 -80710
30238 63382 -6485
15536 -23372 57029
6576 89138 -69196
9601 20188 -51411
31792 66753 -38596
31402 71942 7590
2789 86017 41831
38011 -9403 6166
6961 35493 69736
2322 -39679 -74460
3055 -80832 52352
40782 49935 54246
22805 80085 21425
14359 81061 -30499
23789 -7927 -75661
19805 -84821 -72826
34986 -10772 52325
36237 -11063 -13371
4150 -2931 -91361
18640 -78145 51151
6894 45989 -31093
15807 -89297 -89453
20212 -96549 -32786
3087 40406 -58142
38735 52885 20179
7386 -11100 9780
9100 -76589 59128
31601 46195 46469
36411 28439 49613
15738 -89432 12156
16698 15743 51783
10740 -42772 47684
24949 7779 -61270
6087 58471 81687
8341 85320 -97648
13097 22091 -20735
23131 41897 5607
10469 -9142 4272
20707 -21478 60575
25323 -75999 -3865
30215 -29091 -4420
30797 -6839 -62505
28654 9761 63277
14704 -1791 -14563
38209 -86898 3328
40275 -83310 -39445
13740 -86176 -48532
22815 92437 66571
10297 20813 -79693
31999 -98865 18195
32996 89920 55187
3345 97810 -23667
15805 13473 -75350
23750 83672 92387
40636 -57086 -73501
5581 84040 3454
12400 37637 -92351
27312 -16566 46852
32264 -3178 47143
31381 -24960 -72816
20135 36781 -21042
7216 -91326 -64327
4473 -71257 -87966
14501 -97381 71898
20648 -76509 -42051
29301 58611 -88427
6302 -2490 40103
2431 -54690 13646
8974 -62113 15823
40476 75472 -37264
39950 48271 34090
24426 -46681 -27732
35368 78484 36788
36840 32492 80077
469 97498 61932
14566 67696 -43446
15677 -93517 87632
7256 -54177 66041
18084 25687 -78088
9852 -95302 30527
31047 -81341 1853
6100 -89457 -30460
29023 2547 16820
6999 94932 -18819
11333 -44192 94898
31078 33953 -74102
12723 -37765 -20825
7537 57157 58677
10679 -71827 -32125
36705 19101 35125
10101 -5555 -68685
13239 -14068 61162
34649 870 -10340
13447 -88197 11438
13555 84275 -28870
23148 89556 -27337
25172 -75570 -30402
35469 -91845 -4916
30513 78520 -34783
33506 76161 -42888
2360 -43645 -49115
26165 -85563 -29943
9214 -56582 -53259
12621 -92048 -76034
32110 -89511 -74446
35657 87440 69555
29719 5217 48790
26791 -39226 25929
15398 -53609 -93882
7752 92548 95582
8404 3091 24042
31486 48 -49692
18144 24834 50782
7380 -53278 55835
32150 -14599 -9215
29638 30143 76632
13524 50247 -11133
27751 20881 -99945
30719 13992 30813
41578 78132 -1433
19419 -48117 -27348
40265 44078 -66076
21780 -80700 56052
23927 32495 -20402
3137 -49844 -63625
5773 -56498 -62897
12591 -99170 -50490
28734 -49646 95594
13848 51820 12550
30632 83509 -22975
25569 -55067 -80046
26646 95871 53417
39380 33819 36084
31636 -1268 -36838
25463 46356 -64938
12983 45166 86876
21169 -53422 8083
16651 96085 31370
1002 -38941 -72017
34566 86728 -89253
29609 41463 34003
35123 -57309 -84317
36333 -74285 -58925
12418 -87908 -85431
6018 -4002 -16064
4281 1895 23603
18023 34517 -6535
25213 80483 -38281
5262 37110 44077
41968 -4982 6338
3828 15175 54656
14788 -89398 85865
4836 5216 -80188
12252 63531 28163
14094 93025 56791
12018 -67470 -73533
11058 -5831 -37575
15717 -27414 17755
33551 -86379 -87524
28538 51107 -22166
37857 -34711 17648
31676 1582 -56958
31182 -93377 -26996
31253 -88938 94271
207 -22379 63696
35197 80669 -85613
14367 -44346 56608
6740 -91531 38239
6872 66623 -11908
28164 -69892 13195
19663 -16713 34153
4467 -89330 88010
26514 96072 32475
36012 21192 -89379
13217 71452 -91770
2281 73975 22702
27799 77243 -50836
29234 60018 -55974
6919 48914 74696
26173 29959 -47070
41823 -98071 -10826
10638 -66782 54998
37954 -87671 -33777
20898 50081 28731
3334 86133 93533
24335 18078 -35265
39305 -9102 14625
41922 -85300 51638
25609 74647 88623
6384 16107 -54751
1231 72170 -13117
4811 -74428 36430
41895 -33766 -59396
9266 83923 -43726
13286 -27553 -32324
14850 -46393 -59913
31067 43052 -80811
5452 45909 -29511
36908 -72799 -75893
16920 79924 21499
24890 396 61179
223 -32323 3372
40676 1159 72936
14689 9793 61610
5131 16368 -57933
20558 34122 76656
38882 -63423 29185
9221 -69642 -75291
35636 21367 90975
25520 33835 -9980
36109 85107 -57822
316 40959 24503
2684 -51924 -36561
29209 -32716 19690
25388 -95952 86141
16658 -13856 8347
17334 90823 -30546
18481 -53547 -34825
27361 66390 20343
7571 88042 43218
6148 20836 -88555
36452 22323 -47971
35529 -19709 17145
37521 46900 -80143
25986 24898 -79830
11151 -6086 -86190
21130 -87159 18230
1574 3232 -80827
41110 -62982 93668
4112 26613 -34293
22898 51690 65192
33983 90846 96388
36787 7814 26971
30460 -36034 -72721
23558 -83340 65652
24300 -69133 -50742
20739 -73437 8072
7404 -18929 -14779
35789 -5611 -88570
1458 83909 66159
16851 69763 -79423
38086 39606 58235
30785 92017 3236
28189 65371 21647
6252 -87296 -26820
7979 20159 84890
6977 -30812 88647
24145 3705 -44404
37672 -94291 -42217
24599 49554 26612
24193 39816 -74406
30747 88854 60059
35303 73661 -52241
2055 50040 -35015
2181 -61820 -87294
19441 -50639 -34366
19747 -13494 42090
27328 -76429 -70055
37608 -29901 -43211
22903 84109 -98566
27934 88286 -50184
39490 25170 40642
2008 20187 -12396
15530 -41867 43071
7489 -46321 91950
19135 -96441 -8496
24636 4709 69535
20929 -54356 -20575
30563 41854 -41541
4295 -12874 -1014
13476 -25177 69667
10878 -14918 -5398
5459 3918 -7326
30877 -45277 69877
27744 -53627 98986
540 5380 55773
524 73892 41998
14892 81770 -70483
26544 -51433 -12231
7064 -87241 -61658
13206 -2029 37780
15434 -13621 97629
29457 19683 -53361
19676 61020 66088
39775 78760 -1411
9506 -43281 -61058
4545 43620 -69393
34091 -5432 -38236
4388 57771 -46881
15031 -55265 -84285
39971 39925 -42445
26623 24005 4966
26372 -21077 -60588
16740 20132 -23466
31972 -6101 -99153
8308 -95358 -2391
32643 32745 -92192
41219 -58823 -78913
16632 -27701 93426
1127 49768 -37852
40800 -25901 87085
37474 -72028 -72847
4649 35802 95000
39907 43161 -40664
32022 -21754 20207
21270 83952 26733
