40130 40888
11 84828 -41933
17050 42539 73189
77256 -94259 67302
20902 264 29883
47555 -30431 -77822
76390 50631 -76242
39649 51814 23030
1700 20784 47485
20587 64528 -60048
57550 -18541 83046
75092 3605 59951
14724 -62386 29462
57764 -49860 -81405
77911 -75547 56414
52346 -94509 -14722
45355 -61153 3582
5989 61505 -26176
7916 92687 39841
67691 55848 -75466
23855 -63156 64493
80379 -65656 96379
3548 -42222 2933
70324 55832 -13460
15609 70003 56436
45295 -96337 76977
24828 20640 64013
69396 46627 -48926
73571 -78123 54656
57769 54235 -51988
55014 58592 -69746
16721 36921 62090
20869 57688 32398
29312 -45057 94461
41726 -54111 20606
16305 -12833 -88612
32665 -7537 91546
50171 -28096 -26671
70391 94647 -16034
25859 33059 81898
59935 -13996 -59211
13564 -475 66712
57649 10285 2469
25885 -78678 27245
29208 81442 83009
73400 5608 3389
69790 21049 31708
67242 -11193 71200
6637 91021 -40007
42856 -12648 -46067
74199 7891 7797
35383 38516 40012
3016 -1094 -15788
69406 -96475 33130
12683 -18105 -17196
68430 -93172 -94684
54527 98250 33290
47546 92883 48761
23526 -33398 33057
18631 -80137 -82279
50338 56572 70186
45392 96279 53021
24214 -93947 -12011
54762 73831 11676
78 -78657 -24128
75510 -29875 -20252
22181 98605 -68687
66069 62084 94843
75574 4737 -78015
15756 36883 -500
18646 33373 -25252
74761 16507 -50083
68356 24501 -77015
16365 14191 92070
65868 -88040 -55018
2561 -80891 -60321
79900 -44157 6452
34234 18716 3968
37223 -37151 18657
56673 17548 -84366
51954 44220 -6770
69299 -71784 -25149
26613 49170 -46290
54403 -97381 -55263
13817 -26439 -95189
5058 84017 -64084
62659 23149 -49708
41015 4389 17242
21970 -79785 -92897
63908 -56434 64993
76112 -51315 60127
61765 8236 30436
39806 -97273 -88572
60601 44466 4734
15369 37512 -42766
523 -96877 -64428
38332 14336 -67875
70215 12636 16265
24806 67960 -42833
71559 83617 41620
52847 -40640 -10293
60354 -2813 88212
16051 -62795 16369
48093 15779 -44807
55250 9419 2168
22097 99922 83949
61473 32390 17952
28755 77518 -69939
54370 -28470 -19423
76326 -17336 52729
9656 -37770 -66827
32318 134 34022
73233 65911 -21182
727 51501 21159
28656 -50639 -25926
74649 50563 50394
3958 16744 18745
19775 -3807 30859
79532 -94281 -93520
78804 -81712 -22836
48307 95024 -78938
33619 47329 -19802
40711 8752 81421
13425 -89167 -24235
80156 28813 -29491
70483 91993 47023
12494 59535 -44257
56186 75526 -21096
63555 -91478 -9546
47095 -75733 70634
17127 -42787 45530
80082 -26873 79650
36477 12027 -17794
11369 72832 -93598
74671 4005 55950
59645 -69017 -98042
12346 -13469 60072
3901 -17228 -24794
15798 -64032 -1437
27915 -15406 -55812
69824 -28271 -51277
72029 -75785 -87306
80197 55815 33474
5873 29149 56704
37518 -97540 -68161
72990 -49418 23218
78985 -14084 -19351
15738 -84255 58121
33459 780 36864
38511 86823 70642
30482 666 87618
70144 60519 -34503
40498 67493 -75415
12810 -86930 -76069
55335 -22804 -53208
7683 -27953 7162
56708 60514 63590
48806 -89176 96879
8536 -39026 57233
12943 93547 -71181
77322 12396 95937
46104 -37945 21799
54419 -77312 -50472
6822 -79610 -52576
1568 -42825 -30384
53775 -42170 -45605
72113 -12605 -33779
80113 95562 6421
7587 -13655 -11304
52916 -84445 -45012
16671 62075 22192
21977 -70157 -17306
52132 60915 -77180
23096 73347 872
70658 -68575 69581
77612 -383 -27014
41465 35333 18981
6423 -87938 99375
1329 -31323 90721
40302 12415 89998
5012 47092 -80650
9260 21618 84197
75936 -52789 82677
48809 -83489 -16492
53550 50575 8217
54152 -53187 -77900
40589 82190 -6528
78998 -51699 -7419
31136 -93564 -72249
49989 -53386 25468
54560 -78788 86618
59698 -56066 65216
27827 12701 -84578
76837 6735 -83887
47959 46637 96809
78887 33277 -46481
8543 39011 81363
65602 -98806 92972
59740 -8793 -88741
8186 29997 -77175
51479 43387 72191
73942 42069 29042
33157 48372 -87053
33162 -79744 35545
65496 5654 77528
32887 23277 -51239
8928 92503 -11967
14722 36166 92668
56863 -7596 17055
63669 42924 -79382
62616 21725 99660
48477 58 87899
6726 89278 40248
30224 -24625 90532
6198 80225 -218
64936 57935 -35758
73424 -19299 55820
48087 3238 -28294
78603 87473 -46977
2431 -64346 5014
33939 -40347 -6251
73943 14022 77459
55326 15212 14316
21333 36275 53265
42454 54770 71415
70682 30325 71183
44796 28220 -3431
6586 -51625 52220
29255 62796 -30582
58100 49571 80548
22090 -91496 42185
45403 -20035 3861
45910 -5807 -41652
3366 90984 -2376
3735 -89661 43555
37366 -25470 12739
53356 13033 33304
8326 6388 -97870
20854 -30615 8701
64547 -92255 36805
57892 26885 -73071
78311 44552 -63378
69857 81540 91100
47335 -89434 -29541
33201 -27398 -42735
23292 38882 89981
45828 -31273 -25591
74825 -11524 -68105
45276 -60119 -23171
55087 20949 -96414
562 -42014 6080
50783 46178 -21899
68011 36699 -33401
27774 -95730 -75321
3333 56414 -89688
79437 43066 82334
67139 -71144 -90478
19099 27616 -61143
32447 12601 -25214
7070 70113 -64294
14146 -57707 -92733
36373 34091 -4566
28643 -3446 -35412
73495 -37744 40740
36673 14846 40416
71615 49236 -87227
28351 -81667 4249
62761 -89104 61947
79164 -48288 -18379
10861 74635 -38440
46909 93784 82933
29145 -12708 -28330
11545 -50540 13687
80104 74789 -31899
66878 85853 -29570
58098 -81702 -83861
13749 13872 -91042
52674 -47017 -15660
32833 59727 -51942
15150 89523 12735
73884 -63103 11758
59160 -62374 -68317
73358 30813 -77912
58529 -49953 58177
40605 -92199 -16608
33938 -30442 13152
58681 -41035 -88729
15491 -3359 5168
44298 -21081 -7183
32328 50899 -83116
5516 43267 84047
54822 -95750 -78431
51980 -22944 9050
52032 -3816 -89799
1416 59542 -15475
33215 27783 84900
64136 90396 32911
63192 59073 33449
59937 58468 -7042
14364 -39724 7816
45436 -12846 -26802
78513 20065 -11771
19041 7646 14553
66755 -96479 -90924
18444 -10940 -7431
69582 16802 58427
59747 23169 -6911
3205 26366 -43665
35720 72737 10483
79309 -62238 -96712
17202 -14436 -33294
63321 55837 -81952
68605 -24637 -2599
22685 52069 -57620
19555 -94926 30325
28138 71539 -48831
34488 76789 -94577
7658 -79505 24433
19568 -16976 96515
86 95247 -16611
7445 -65774 -40792
57648 -34730 -36153
79701 71869 -37222
12702 17736 87815
39128 90194 -8600
33913 71640 -96941
37426 -95761 -57468
52961 -48651 -26310
21047 629 79542
42920 56948 -14346
15421 -89878 -86117
29316 -69478 -84678
7148 -11249 -27659
72915 13452 -32881
10179 -4551 -3788
59304 -4843 61056
39485 64311 98565
66493 -63065 5838
65900 71583 -16935
66637 -83470 -95318
6052 64381 85960
55977 -87520 -47130
68251 -95346 -35552
7794 -29979 41653
69657 36023 96984
6830 82898 88374
48825 74029 -68010
28011 -622 8892
25803 11759 34395
1669 5083 -70141
879 -34633 39574
51182 74895 -26
51986 18834 25808
17785 -39365 82671
5242 94155 -84582
68590 4434 52407
46307 -58553 21628
73622 -4359 -34987
17394 31333 -61847
57607 25102 -92519
47226 11420 18898
10628 30125 -49964
63685 96020 21487
49531 39569 -62784
70259 94076 28368
32213 13009 94637
50072 -84352 -57154
62777 -79029 -9211
62499 64345 6196
53581 -17712 -80375
28330 33535 20616
74329 -65223 -58365
62240 -93089 -16683
2768 37913 -79213
63752 60709 -86836
16327 97285 -55784
41341 8145 -21750
69370 40302 80347
3355 7401 -96394
60301 27751 -73164
71976 -257 77418
36536 -14466 -93111
59053 -84739 45223
54109 -68578 -97383
73397 26254 74101
69784 -31559 -80168
76777 -59784 1986
72385 8433 -58638
44293 58635 9534
55695 26368 -95505
35971 -54109 42254
43289 -15472 67063
76600 6417 -44224
66822 -62636 -24655
64233 73942 -85431
28896 -55601 36622
333 87755 -7762
5451 23669 -76687
55827 98503 -87111
18207 -38659 -69288
68169 -87037 -6935
26096 -59702 99034
76780 97417 99285
46041 -75799 -31422
48137 -53659 -68562
35062 6803 48565
44989 73329 3620
56487 -60209 -73890
17918 -29863 -43369
39286 -88821 30641
73191 -33802 51234
42222 41274 -61199
33653 -85144 -9633
13357 48322 -52069
50509 -23709 -38541
78413 8000 -34506
19912 -22224 -30747
7704 -11154 65635
35219 -71115 36817
51639 -892 -84203
4551 -84006 30100
29836 -87501 48819
56944 -91032 76440
61168 -63089 14538
24831 75159 93529
16611 63835 -45170
1767 -50176 63418
41427 60453 -50158
18585 -77431 55723
5369 20568 -39276
47997 37352 54505
68658 19 21563
7232 -14810 86906
26933 35967 -91459
43811 69815 18664
49582 5765 88434
74287 67141 -84143
22769 5855 -41166
12963 -15805 70619
63921 60376 4023
59829 67610 -22492
65926 -87518 -77074
50573 -98427 -94381
10454 98820 50979
52047 50289 -50548
33562 -36835 14632
61553 27860 4827
51709 -82096 26982
52499 2829 89262
4251 83352 63705
51071 57494 10334
67009 92513 -46718
52657 38458 -52740
15003 -92148 63383
2048 49683 39142
64599 1486 19827
33205 45850 -86157
9776 86766 -68966
25921 16817 -92517
12365 -44923 48088
73655 76733 -88562
41225 -23572 73974
3905 -73925 37393
73418 68965 -29011
16214 52077 7471
56515 73335 54290
26593 -51040 -39401
74523 27575 73749
43823 11644 -72224
15941 51987 97227
3460 -11927 -52254
9614 71930 58871
36422 26697 -64479
72080 97818 30507
68975 -48676 -69326
77713 -28212 -43754
64373 -88857 -17705
17099 24610 -23531
27381 83496 15100
14016 3001 18038
66304 45692 -68387
64048 85193 99451
2945 8754 14241
43736 -45142 52520
985 -87215 -6021
68860 42880 -54067
6088 49724 67727
73472 10337 93754
5051 -31385 -90200
16942 -87662 21412
41476 -57274 19933
57888 -214 -18780
28382 -39924 96648
71641 -36698 -56918
17631 83091 32375
75717 -3205 -59952
404 68129 -55633
7710 31053 70797
15213 -9603 -40859
35936 -92027 -36243
22205 -31684 -71651
64030 12841 -18753
64353 48149 -8803
45398 -72922 21458
21248 41084 4803
51465 40815 7533
48469 -53469 18143
15285 37558 45670
18219 62874 -26607
21533 83170 95462
21651 -15778 -33297
75279 -2052 92370
61316 -92569 -22261
33329 33433 -78614
14909 -31253 -74153
41957 -36889 72122
33827 -51551 -38193
29016 20331 59027
53821 47371 -66944
55623 -45005 43789
38853 46280 81472
8550 -42484 9699
68696 -10390 55361
67265 -95103 49400
58842 37603 -98786
35171 78958 68223
24504 47301 -45405
44845 -31075 84584
12041 47272 -55897
5486 42740 29485
69561 -59031 -59651
76985 88032 94343
5619 26402 -15465
2926 -98044 -68228
78750 84725 -74533
66746 -95870 -47723
79247 -65413 -60654
40353 22855 46179
21117 -98630 -65834
46539 -56178 -56265
71566 92011 10140
66997 7886 8990
17769 -77443 37339
61049 35617 21376
30180 -14269 72009
32893 -2501 74950
29717 -14317 41112
17165 99251 89169
4232 -23970 -31694
32280 10061 8929
12005 -43368 -75637
44808 36391 2380
3038 -51398 -48990
67082 -25277 -87418
75482 -17017 -61291
16706 -66610 76002
53494 48180 42740
24604 57813 62345
19782 51161 -85813
73089 -62927 -45814
41004 -6779 -30694
54785 -33578 -38084
58522 9838 -13762
12307 -88571 21687
35288 17884 -15557
61707 81846 56374
47958 -12296 -72052
10502 32152 67825
1928 -4964 -88659
15525 86619 -97832
37089 6136 -37224
25183 -36891 -83249
40509 2930 38579
71136 -91133 -34940
67772 -99937 22280
68074 53423 72352
77695 25386 -55305
18937 75729 -54208
49186 67783 4517
52152 13940 -79971
67975 -98669 6719
81017 72412 94296
51245 32365 -78898
65907 -19517 46168
69658 -72614 -35351
24767 -32414 95349
49210 12711 -92119
30440 38495 -54388
36113 13008 -91075
73027 71539 -41100
3063 28492 -76960
44825 88191 46892
8787 -47660 -27448
24810 57865 -93353
65297 91551 20920
66875 18134 55987
27794 -53850 -20044
19205 71811 7849
4797 -9970 17284
64085 -45915 15946
16464 58879 7507
35538 -46045 -81696
53666 -55303 1335
28922 -935 27260
50227 15519 55755
62772 76642 -61757
64526 -47076 50750
27776 29747 -27794
13171 23444 9787
18861 13951 -2051
6889 88810 64528
37840 -86991 -80412
11180 74980 -28629
71236 83165 -37866
78479 -60921 21933
34632 -41970 30412
51684 31002 47131
26430 82398 -3613
14423 30856 -66837
73682 -63372 73163
42836 65034 58384
38504 86000 -80496
70000 32985 30124
22383 -15378 -42038
28651 -18605 99108
70725 72637 -50187
40821 -54950 85460
10688 42997 90179
69514 31351 44914
16094 -45203 -43281
68038 -78395 -35705
25403 89077 63421
42055 -57656 32797
48551 -17764 -66142
63116 57555 -75303
54021 -97164 -62355
73620 59548 55090
67188 51682 -22242
28831 -99737 39800
51572 -63652 -69937
65204 -99844 -3538
22978 36786 -63339
70740 -50910 -30007
50458 79068 -45775
21063 -10801 78034
32078 -88541 -46994
43595 -87977 -37845
53471 59015 63221
63430 10351 24916
64100 -47744 86945
33914 92327 -51061
12930 80394 21740
33364 -53787 88580
5372 -63725 48313
68469 36184 44581
40116 -80285 97786
59969 91639 -66090
34770 99751 75324
55144 -74970 -63002
7018 -6009 -9279
49505 99280 -11665
4845 12423 -2432
58008 65598 44463
47384 -83847 85923
48191 94120 43572
51187 -27395 82060
74993 72614 -73558
13430 -67071 36531
40077 -75215 16081
39526 1769 46759
36997 -14012 97938
777 -2904 -79351
10135 47628 -84311
53415 -47087 23409
73887 98611 53473
66360 3234 -27027
48227 -55127 -29590
24509 43365 15856
76128 -81773 75083
32604 6002 -33255
3980 85333 -36490
37432 -31264 95083
8361 18798 -16591
23646 -54874 45432
34594 64875 13822
71402 -40118 58105
9866 52977 -21131
9536 -13862 1073
63276 65734 12406
73439 -25741 -71095
77134 15666 -75083
43456 -19964 20251
59624 15011 -20008
33749 65213 -190
67023 31252 46241
76431 -58285 76383
26562 -42729 12295
74111 16058 -29375
32406 -7518 43191
77669 56793 -41438
63372 8948 -47975
78113 73860 -15892
13674 70168 81879
35852 -23073 -91305
49076 -34329 -50560
77800 69877 22212
48043 31929 -42773
79319 -95686 34962
20566 36483 8893
24772 -62173 -54683
34622 2690 46027
55730 -66118 -43057
74930 64175 -24795
31685 48072 -87670
15053 -82233 -53371
13466 38675 20231
62849 37007 66792
70404 59968 84980
61195 -51329 -97754
42291 -54906 83801
73628 -66965 -39808
27427 29008 21506
36675 73173 53041
66473 -84049 80607
76688 -50412 10955
40368 8603 74445
58321 -85501 -503
60970 80256 -75265
10252 -40735 83963
52224 27677 -39542
30763 84307 81980
11960 -19051 -35199
33812 76537 -18857
25524 -92911 79293
38509 67171 89742
13086 -76795 45520
17069 61366 -42899
27766 -65732 -86227
77650 4025 -47647
74723 31522 62136
1429 16088 -41799
69296 -38599 91941
38043 -33261 -69103
14735 38576 -43470
9129 34113 54587
53109 -61494 -3788
64164 32571 79846
58283 26363 -89539
16192 -92295 88576
49136 75337 -1235
44982 -44597 -76381
24704 68701 96017
62610 -42513 21908
44343 -286 -53382
44423 -19796 70140
74040 83544 -52553
73227 -44056 27297
36914 49763 -187
22274 -71645 39611
54344 -89857 -38352
72414 -62370 38684
10573 -94106 22250
75797 -56557 -53708
44671 42840 -30272
30740 -50921 -99980
63413 -21936 18402
25772 68609 -52997
65882 -36520 37450
79064 -33271 -10468
73460 -60535 -99660
50095 -62411 -71613
30930 16893 33051
67646 58675 25824
52160 -49655 -47486
38457 -41904 98382
77191 15594 -11368
44466 -54783 99760
34874 13127 -78414
55445 -96062 -59842
77087 -78605 40058
19009 -57709 22409
37117 -52781 -8512
37103 -76501 -34063
33845 74995 -67935
33295 -23450 -21756
34618 67978 20898
14985 87288 89608
3836 67513 1700
38751 55773 13684
24554 25503 -53959
19751 -7952 -13199
6449 5766 2182
43407 -14950 -89219
43771 53886 94794
18307 -15563 59682
31211 41427 69055
31987 12456 -58489
57369 -43908 89450
51818 -56554 -38242
43294 12690 63329
39900 -7068 78191
3428 57361 47869
6935 -94825 63135
50952 -31195 -80517
40671 -49005 12239
54327 70105 79891
70023 68545 -42514
44219 36594 -90102
45518 -65404 1737
68538 -27946 59462
77011 83655 93074
3742 87874 50138
8233 49850 12833
77968 58927 15228
69081 45882 -55197
21884 59393 19677
23364 73176 41226
54269 -9886 -19635
31073 -88533 -81644
79466 -66353 70983
18977 -62344 -31688
53244 -31165 -22295
41875 17547 30855
16625 -67611 55455
55094 -99377 91284
5792 86247 -68173
48070 17069 -34505
79556 40711 90370
18509 -21414 67891
66400 -73855 -62653
50002 -47713 -73637
54812 75222 49113
61034 25186 -74384
11292 -47695 -53242
42790 21715 -75984
7024 -13193 -74699
56108 91221 58542
54807 -19617 -66882
10724 -51156 -94662
79221 67606 -62648
64193 -56215 88909
78782 -41041 -82456
35391 58816 -20517
63055 43290 -29221
28060 7483 18740
66102 -63008 -12389
14199 79141 -16220
48488 -35880 75687
1838 -61524 -42311
21769 76859 22679
9450 -8712 20724
46220 -25755 87139
53651 -25203 -73504
36372 27623 99558
16866 -3099 -30932
10308 -62734 19967
40214 -35433 -35559
46239 5504 -54239
6282 16725 -13042
4656 24663 74844
80793 69577 31549
68473 18150 -8871
57291 -57799 31553
15648 -48360 -60488
29838 1961 60605
62789 -52122 22375
30133 -76305 84653
18471 50784 60574
80654 3743 8605
718 -26895 -79756
76398 3601 -30925
36769 59996 90702
18084 -21997 97436
61266 75958 75894
76034 -22992 19692
28748 14987 98165
57675 -51472 -66355
38392 -78297 -59805
23053 37856 -87233
76363 -39304 55322
23308 83601 -6371
23600 16585 -78149
28880 -33418 74413
59184 98922 74841
632 61024 -46984
76383 95720 -57605
76003 -44432 -46496
45267 -83535 -36065
58381 81911 60696
21538 -84550 -28389
49036 74187 -55084
57746 66094 45658
28907 53059 -96211
80292 91469 13660
62780 -14211 36360
72815 94919 -78116
72110 -58254 -2167
18649 -2480 -26514
13610 -30794 11057
65395 -74331 -62495
50581 -70514 94681
22943 25197 -38866
57945 -70375 14346
5998 -87634 -51260
42963 37719 92700
69361 20397 92943
68040 92539 -71803
46174 24566 -67866
2093 -47732 59757
63717 48659 -79367
32726 32380 82314
17415 31374 -11827
73713 20607 -60568
62134 27248 -84337
15855 -45618 -45069
28379 5671 -31483
22422 -93178 69749
66148 -96978 46479
73309 -16555 -32618
975 34053 -78014
6157 -20876 15550
78777 2554 -26703
12914 -82150 -34450
42865 96269 -49972
80996 19221 69233
65197 7487 70966
51834 72630 -43780
53488 -97061 69165
50869 89014 72727
45741 89945 -70563
36102 19542 -83659
17677 71994 71876
27354 85952 -38932
60778 91028 -50510
17277 -44507 36842
32249 75477 58764
8647 31598 5681
25667 -51483 -33608
36228 77388 -6640
49516 -85169 37841
43345 99869 -81449
24299 -56711 78125
38721 -57896 21263
64077 -49939 -88475
65545 -34034 -87017
38577 85589 85284
49541 -16832 22295
32606 -51346 -3785
68441 66548 17781
30347 -80068 -71936
49046 -25622 49264
4657 -48336 -17241
11760 -28230 30422
22906 -21970 -22142
69800 -33782 -44855
45601 85457 -46077
4823 73607 -83946
26067 -93393 53534
24892 10576 -91357
40218 60128 19723
30368 64786 -27636
51940 -64232 -40310
1459 -86736 97476
73353 -48357 15373
59601 -12102 67505
41327 -65568 -89415
2961 84376 -67435
30406 5968 34862
66939 75912 -57457
18717 -31397 -45746
35024 47059 -53891
40485 59498 -55263
18519 -14376 -31695
23305 -95872 -31233
41323 52173 95240
38538 51551 -84088
3602 -46060 -23361
55970 -15663 -53953
44733 13932 -38620
62716 65268 -78263
38627 76473 54132
39187 -33865 -66586
56049 12362 -52792
31805 -25289 -37296
75589 -6116 8326
10518 -16402 10728
14389 11877 -1721
5620 12740 49581
17092 -65656 95529
16160 -38155 -13520
6099 11252 9124
76930 -34612 -34354
55780 -69452 -6810
74871 849 -56125
67702 16062 14951
68059 2009 -17631
76427 -71856 -93566
27019 42069 -41811
2134 54443 -10332
26447 -14577 16832
34020 52009 15414
64426 -99594 27273
75576 -27779 30430
20771 39719 -39970
13794 35744 21322
23941 20512 -43951
31131 12825 28649
27027 -62524 58805
56815 -84909 79005
22139 5158 -25650
16155 48243 -42096
20036 56130 -16213
12299 85194 90495
64143 -81039 -64838
2980 95067 62419
14015 37255 14187
66792 -58685 -3836
36155 -95333 15307
2401 -84626 3727
38448 14282 43572
39385 -85667 69371
80877 -31094 4988
62871 82741 -94724
50557 -61465 -10319
45617 55163 -37485
2939 -37344 3003
57828 68595 -36836
33928 -51371 -13720
9460 993 61587
14947 71672 12426
48961 -79198 35234
76937 87876 -41153
62454 -16976 52432
58437 97000 -19707
59236 -26589 -29045
16886 45914 -17903
33059 80693 -63113
37300 75517 -67385
59927 -3374 74224
41907 -30889 87510
2947 -16324 -62050
30849 64424 35351
58638 32917 76722
34880 35723 58391
36737 91500 1751
7672 97235 -8307
77852 -73501 -89579
29653 -52806 56905
60533 -739 99796
43203 -99589 16533
61017 -25829 78478
29018 33323 6541
20033 -6613 -77425
42124 -40313 -43085
4631 -42975 -62423
57134 89339 -20360
7084 -69602 87482
35765 76110 -6379
36791 10990 -57025
48639 23836 88091
10 86898 63785
68639 34165 15757
1930 -7109 49024
20817 23675 26899
61228 57752 66949
74756 55093 14609
49672 51251 4475
12013 -99709 -9659
76580 35434 37451
5230 72495 21231
40773 95033 -54926
42101 -94529 -8455
4911 -23853 -4806
55904 -49955 3084
38367 97937 -26387
78226 98760 -16032
35927 81672 -87900
57043 -13037 39681
76496 -22704 -49105
47566 -45391 -32167
10983 96964 92759
58016 87273 77699
19675 -46957 -33855
13515 47620 55086
5765 5003 93412
53425 -51929 62817
36074 -40136 -20381
63100 -61400 46131
62227 7615 2718
31577 -32639 -86966
63589 -5017 -48415
5133 -84298 47320
54158 -92693 56026
38145 -90505 -73815
2700 -4905 -49587
14772 -40542 -27226
71867 71740 1255
13034 9057 -82396
58827 -30504 97779
27198 -51668 306
55448 -31268 68756
37761 46388 43626
15829 87379 -21214
27523 19418 -78324
58065 83048 17454
65658 -30556 16640
29261 -97839 26221
22376 -33310 -76996
50247 36664 8024
16406 17103 62980
20638 24367 66111
45367 -31988 18224
54664 59575 -87621
57851 -1515 -65582
72864 -40428 16413
2708 -47647 -32122
13926 -93047 15591
40158 -19945 46396
36206 -70056 76799
24344 -45647 63269
59690 42694 -54201
66808 -16587 3067
55415 21604 79208
43682 -36355 -27350
40918 78829 -5528
8598 -64456 -86024
37446 70584 70051
62720 77912 7460
29292 90538 -52750
56173 -72669 48883
30498 -60830 -50894
25723 -19342 -33888
65767 55488 20301
23411 87566 7339
40754 12840 -70160
1280 94629 9679
57695 -36822 -59071
18100 -26247 -60568
38686 79012 10696
42354 -73586 -54196
50138 -93965 -65588
14508 -60648 5395
56585 -53393 57939
30640 5607 -27854
60496 -51320 -49621
32602 -48485 873
28426 61649 -56072
30075 68018 86168
24785 37164 -54990
14755 -86930 45317
16659 11591 36673
57873 61376 -54439
28435 29441 37372
39777 59240 84439
23955 -83461 -75789
44444 -20697 4198
27136 41282 93894
37077 12780 26205
11320 -92693 6823
7915 -4524 20218
32849 16122 42815
59285 -82107 -55698
69472 -40534 55420
66993 85786 -64483
5358 -14479 47239
48166 65330 759
8539 -59872 1762
43713 -37490 -74888
53823 -46318 -60780
18850 65575 65951
18790 55229 -37366
56756 20935 71275
10208 -22701 91882
14567 -57048 -78804
69825 -95913 23495
48269 -86333 -44616
24506 -33618 -25128
72124 -26482 48942
79132 43367 89095
16585 57657 22507
74820 -65191 -37209
51488 98534 -12546
30260 37613 10651
68680 16225 19885
22149 64810 -80358
44478 2821 21767
76826 -83284 39751
34169 48291 -10368
31983 35390 9030
13048 46902 -22032
76384 -88498 69813
44160 -49101 97819
52837 94245 88694
70258 -81965 -60046
60690 -73064 59582
8374 63562 -2969
2777 -67304 43531
16977 48751 -25897
23009 -20457 -3087
73854 21285 19224
7222 -78461 -37494
38787 37591 -76202
75288 45385 20610
41332 17066 -91800
536 -87739 132
60927 41215 -86818
8266 -54317 75822
11780 -29501 -64213
28205 -21601 59223
72032 -45151 -13488
46808 172 30259
73289 -98457 -1710
79659 -91821 -777
49379 77272 72609
44489 30439 81981
47994 12818 -85187
76105 4518 -92689
47454 -45351 -46185
32477 57905 56386
66056 -12427 -87821
66325 59138 -36285
51114 13407 57410
52036 -23001 -21205
73917 16602 -55897
57921 53060 -10563
69258 27930 25376
27182 15463 74730
73105 -27537 33716
2141 1187 -34337
15035 78097 57298
25905 -83136 -74021
4182 -67477 -81534
28745 -95589 11463
61240 10981 -89283
54865 -76207 58279
40422 65048 -7452
11589 -50608 68751
15358 65145 -93408
37968 -24529 45470
19209 14769 654
48884 -18793 75405
62956 -78038 73623
45869 37000 -36962
21310 88814 80754
50009 -73611 35126
15838 -44874 -27847
78976 84298 -57507
64308 -17055 -95243
17429 1820 83834
37731 -47094 65672
12081 58601 -93722
36459 -85254 84094
57479 -78047 -95057
25812 -32986 68201
42787 20123 1821
25164 68281 -87016
1810 35791 -53017
20032 13339 70992
2721 -78985 -74091
31581 66044 -15908
29751 57590 -3962
45106 58755 36085
730 -5539 76718
54432 16906 -25209
59995 -54960 -11788
45034 -8498 89583
63695 -23120 -37155
78548 -65922 -41023
3406 59539 -21454
50874 -33499 51549
694 -90098 -74917
9471 74295 6830
34914 12173 92745
69174 69083 -48329
24304 -65121 -23398
16648 -75301 -13741
54006 -49269 -55372
35521 81408 89700
68139 -61646 49152
76498 -16239 65263
49913 -87853 55193
10081 -55124 -19206
35079 98789 -88698
53065 18735 -78461
57163 -43812 -88845
40117 70461 95449
25042 -62299 -90009
18994 33798 -51430
13121 -88367 18109
55862 80533 66958
71974 18846 -50130
16919 -81784 -17158
57577 -76375 12146
70996 -20989 -85582
30657 42427 -27256
11638 36230 -71601
48560 -77807 74144
8915 -27669 -12350
69831 -14496 -93956
10990 -47803 -61470
63570 66001 -87814
72735 96167 -1464
18939 14831 -10569
77494 88875 -5547
66061 -45250 -25523
77024 -72768 78887
69710 83550 -69058
20186 88372 -46853
78882 -23659 -46156
47408 -40044 23106
59299 3628 20594
25897 70202 -20640
65053 -71989 48207
18065 -23853 77670
11420 82526 -18094
25247 61880 69645
7321 94265 -9687
13571 -53809 58585
37703 57166 11176
65095 78202 -38318
67959 95056 -1603
39801 -57264 70661
76581 43214 -70946
364 -53889 -10328
69042 -63817 -98753
68252 -60229 71109
34564 59486 36555
34393 -63691 66336
20089 23431 10341
9132 -30817 -82203
66513 62938 -5936
30892 30845 -67301
77681 67184 -77631
56752 -75808 63732
16639 28629 99138
30999 75939 -85027
73846 30242 2272
30273 -62065 37495
23493 -52437 60698
53339 -77862 86211
50656 33020 99551
22565 6982 -97128
50277 37427 -99016
63252 41314 -92331
79853 -81621 -16338
47700 29083 -60023
77121 -65711 -80592
44223 -77818 71681
66972 69371 -10551
55961 37010 76172
43768 -88566 89568
69499 -69258 41719
10067 24142 62529
3122 98325 56171
64735 -27023 2417
74608 -36980 2407
57680 -97112 -93334
22942 -53330 -33213
69655 31413 -57861
15244 -79833 -12697
66559 21703 62773
38979 -16597 -30453
26274 -5223 36876
72416 -21447 63773
66173 -94163 36294
8095 -35774 70264
51561 -43294 77530
24596 40302 -394
28133 34440 -41584
10936 73616 -32947
40815 -52655 85005
65062 -21012 49957
24863 -41719 63070
56097 63055 -58816
3156 -53841 -2674
58067 5830 99319
73364 -83231 -61217
27277 38580 75564
176 59629 -60483
23629 27724 -18767
14635 52962 -69815
12491 -51117 65130
40838 18060 96802
22300 69433 54434
66870 -77851 -70663
79901 17707 57814
21805 70615 -76870
56326 -42942 -88673
59700 24285 -57151
62731 59738 -43034
34615 3731 60449
68561 -81550 -31705
55843 -704 38657
77705 -69354 -30933
18367 -69127 67738
36328 80101 37832
16509 -19861 -45694
22939 53160 -22329
57153 -55790 82627
22154 49667 2195
32749 47567 51141
40569 -19572 -82700
28357 -70186 -11551
2621 -51178 -34742
47042 -5192 96808
74627 21844 -70425
